,사고명,사고일시,공공민간구분,날씨,온도,습도,시설물 분류,시설물 중분류,시설물 소분류,연면적,지상층수,지하층수,공사종류,인적사고종류,안전방호조치여부,개인보호조치여부,물적사고종류,공종(대분류),공종(소분류),사고객체(대분류),사고객체(소분류),작업프로세스,사고위치 장소,사고위치 장소(직접입력),사고위치 부위,사고위치 부위(직접입력),주원인 유형,사고원인(주원인),사고원인(보조원인1),사고원인(보조원인2),구체적사고원인,사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상 20미만 사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상 20미만 부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,피해금액,피해내용,사고신고사유,공사비,해당공종 공사비,공사시작일,공사종료일,해당공종 공사시작일,해당공종 공사종료일,낙찰율,공정율,작업자수,안전관리계획,설계안정성검토,사고조사방법,향후조치계획,사고경위,사고발생후 조치사항,재발방지대책,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간,construction_id
2870,"경상남도 고성군 하이면 하이로 34 고성하이화력 1,2호기 발전소 건설공사",  2020-02-23 14:40,공공,맑음,8.6,49.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,미입력,미입력,기타,기타,기타,시설물,건물,설치작업,미입력,미입력,미입력,미입력,미입력,기타,미입력,미입력,상부 이동 중 계단의 흔들림으로 근로자 넘어짐,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만","제2,3요추 우 횡돌기/제2,3요추 극돌기 골절",기타,분류불능,"500억 ~ 1,000억원 미만",2015-10-29,2021-07-31,2017-10-01,2021-04-30,75~79%,80~89%,500인 이상,대상현장(1/2종),대상,일반조사,현장전체 가설계단 난간대 설치 및 고정상태 확인,석탄하역전기건물 1층 집수정 하부로 철재덮개 운반 후 가설 계단을 오르는 과정에서 중심을 잃고 우측방향으로 넘어짐,산재처리,현장전체 가설계단 난간대 설치 및 고정상태 확인,2.0,14.0,넘어짐,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.0,267.0
2865,"경상남도 고성군 하이면 하이로 34 고성하이화력 1,2호기 발전소 건설공사",  2020-02-22 16:30,공공,흐림,12.0,29.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,물체에 맞음,미입력,미입력,기타,기타,기타,가시설,비계,설치작업,미입력,미입력,미입력,미입력,미입력,기타,미입력,미입력,수직사다리 받아치기 작업 시 상/하 동시작업에 의한 낙하,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",흉부 상부 좌상 및 염좌발생,기타,분류불능,"1,000억원 이상",2015-10-29,2021-07-31,2016-06-20,2021-04-30,75~79%,80~89%,500인 이상,대상현장(1/2종),대상,일반조사,작업시 상/하 동시작업 금지,GGH Cooler#1번 “B” Bundle 상부에서 비계 설치작업을 위해 수직사다리 받아 치기 작업중 수직사다리 고리가 수평으로 연결된 단관 파이프에 걸리는 순간 상부에서 받아주던 동료(이○일氏 ) 손에서 이탈되면서 1.5m 하부에서 작업준비 중이던 재해자 (이○우氏) 등에 낙하된 사고임,산재처리,작업시 상/하 동시작업 금지,2.0,16.0,물체에 맞음,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775.0,267.0
7020,피로누적에 의한 근골격계 질환,  2021-01-19 00:00,공공,맑음,25.0,50.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,산업설비,산업설비공사,기타,기타,기타,내부,미입력,바닥,미입력,환경적요인,기타,미입력,미입력,무릎통증,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음," 좌측 슬관절 내반 관절염, 좌측 슬관절 대퇴내과 연골결손, 좌측 슬관절 반월상 연골판 손상",3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2015-10-29,2021-07-31,2017-01-01,2021-10-31,90% 이상,90% 이상,500인 이상,비대상현장,비대상,일반조사,근로자 피로누적 등을 고려한 작업배치 확인,2021년 1월 19일 화요일 재해자 무릎통증 호소 및 병원진료 실시(현장 내 사고 발생 무)2021년 2월 24일 재해자 요양급여 신청2021년 3월 4일 보험가입자 의견서 제출2021년 6월 17일 근로복지공단 통영지사 요양급여 결정 통지- 승인코드 번호   : M1996 좌측 슬관절 내반 관절염    : M2416 좌측 슬관절 대퇴내과 연골결손   : M2321 좌측 슬관절 반월상 연골판 손상,병원진료,근로자 피로누적 등을 고려한 작업배치,1.0,0.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1764.0,267.0
4817,고압용기 저장소 내 고압용기가 쓰러지며 근로자 상해,  2020-07-23 08:00,공공,흐림,24.0,90.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,물체에 맞음,비조치,해당없음,기타,산업설비,산업설비공사,기타,기타,정리작업,내부,미입력,바닥,미입력,관리적요인,구조물등 그밖의 위험방치 및 미확인,미입력,미입력,"위험물 저장소 내 가스용기 고박상태 미흡(체인으로 고박시 헐거워짐, 조임 불량 현상 발생)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",왼쪽골반 근육 타박상,3일이상 휴업이 필요한 부상,"1,000억원 이상",분류불능,2015-10-29,2021-07-31,2018-10-01,2021-04-01,75~79%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,근로자 특별 안전 교육 및 고압용기 고박방법 변경,2020년 07월 23일 08:00분경 재해자 여00 氏는 지게차 유도원으로 터빈동 서측에 있는 위험물저장소를 지게차로 이동시킨 후 위험물저장소 내부에 넘어져 있는 산소병을 세우기위해 위험물저장소 내부에 진입하여 산소병을 세우는 중 다른 산소병이 넘어져 여00 氏의 왼쪽 허리 아래 부분(골반)에 충격됨,‘20.07.23.(목) 08:00경 : ISSUE 발생’20.07.23.(목) 08:10경 : 박00 부장이 SK보건실 이동’20.07.23.(목) 09:10경 : 삼천포 부산외과 도착’20.07.23.(목) 09:15경 : X-ray 촬영 근육 타박상 진단(물리치료)’20.07.23.(목) 10:30경 : 귀가’20.07.24.(금) : 이후 미출력(일용직 용역근무자로 인력관리소에서 타현장으로 출력 중),1.위험물저장소 및 대차의 압력용기 고정시 라쳇바를 사용하여 고박2.사고사례를 전 근로자에게 전파3.가스용기 운반 작업 시 2인 1조 작업 실시4.작업 전 도출된 위험요소 전파 (현장 팀별 T.B.M시 팀장→팀원) 5.현장 확인감독 강화6.위험물저장소 및 대차의 용기 고정상태 및 잠금장치 일일 점검 실시,7.0,8.0,물체에 맞음,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,913.0,267.0
3896,근골격계 질환으로 인한 산업재해,  2020-05-12 00:00,공공,맑음,22.0,40.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,질병,미입력,미입력,기타,산업설비,산업설비공사,기타,기타,도장작업,인접주변,미입력,직접입력,분류불능,관리적요인,불안전한 작업자세,미입력,미입력,과거 공종(조선소)부터 무리한 작업으로 인해 기 질환 발생 (2014년부터 통증치료를 받고 있었음),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",M754 우측어깨 충돌증후군,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2017-06-01,2021-06-30,75~79%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,"작업 전, 스트레칭 실시","조선소에서 약 10년간 도장공으로 일하면서 머리를 수백번씩 숙이는 반복작업으로 목, 어깨, 팔, 허리, 무릎 부위가 손상되었다고 업무상 질병으로 요양급여신청서를 근로복지공단 통영지사에 제출하였으나, 통영지사에서 최종사업지인 당 현장으로 e-mail 통보하여 사실을 인지함. 불승인 추진을 위해 사업주 의견서 제출하였으나, 근로복지공단 최종 업무상 질병 일부승인됨 (2020.10.05) : 우측어깨 충돌증후근",근로복지공단 통영지사로부터 아래와 같이 일부승인 결정통지 받음,"작업 전, 스트레칭 실시",5.0,0.0,질병,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1490.0,267.0
273,업무상(용접 작업)의 재해(폐암으로 인한 사망),  2019-07-20 12:00,공공,맑음,30.0,30.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,질병,조치,조치,기타,산업설비,산업설비공사,질병,질병,용접작업,외부,미입력,직접입력,외부요양중,환경적요인,기타,미입력,미입력,건설현장 용접공으로 14년동안 업무 수행시 폐암의 원인 물질인 용접흄에 고농도로 누출,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,피해없음,"업무상 재해 인정 유족급여 및 장의비 지급(근로복지공단 지급, 누계액 70,510,120원)",사망 1명 이상,"1,000억원 이상",100억 ~ 150억원 미만,2015-10-29,2021-07-31,2018-03-01,2020-10-30,90% 이상,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,1)유사 작업 근로자 개인보호구 착용상태 확인 및 근로자 특별안전교육 실시2)작업환경 측정 실시 및 근무환경 개선,"2019. 07.20. 약 14년간 플랜트 현장에서 신설 및 보수과정에서 강재구조물과 압력용기 제작, 시공, 보수작업 등으로 금속분진 및 용접흄에 장기간으로 노출되어 폐암으로 사망하여 업무상 질병에 해당된다고 유족급여와 장의비를 근로복지공단 통영지사에 요양급여신청서를 제출하여 e-mail 접수를 통하여 인지하게 됨(20.08.14 : 보험가입자 의견제출, 20.12.20 : 산재승인)",사고 원인 조사 및 사업주 의견서 제출,유사 작업 근로자 개인보호구 착용상태 확인 및 근로자 특별안전교육 실시,7.0,12.0,질병,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,974.0,267.0
3200,"경상남도 고성군 하이면 하이로 34 고성하이화력 1,2호기 발전소 건설공사",  2020-03-23 09:15,공공,맑음,10.0,46.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,끼임,미입력,미입력,기타,기타,기타,부재,철골부재,운반작업,미입력,미입력,미입력,미입력,미입력,기타,미입력,미입력,카고크레인 운전원/신호수 간 신호불량 발생,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",좌측 제2수지 손톱 끝 골절,3일이상 휴업이 필요한 부상,분류불능,300억 ~ 500억원 미만,2015-10-29,2021-07-31,2018-02-01,2021-04-30,75~79%,80~89%,500인 이상,대상현장(1/2종),대상,일반조사,산재처리,"1회 처리장 자재야적장에서 성도이엔지 근로자(김00氏)가 제관용 철골 Support 자재(H빔 300*300, 1.5M, 약 0.5TON)를 카고 크레인에 상차하기 위해 자재를 내리던 중 철골 사이에 왼손 검지 끝이(손톱) 끼임.",산재처리,크레인 운전원/신호수 간 신호 협의에 관한 교육실시,3.0,9.0,끼임,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.0,267.0
4000,"경상남도 고성군 하이면 하이로 34 고성하이화력 1,2호기 발전소 건설공사",  2020-05-21 10:00,공공,맑음,16.0,70.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,미입력,미입력,기타,전기설비,전기설비공사,가시설,거푸집,해체작업,미입력,미입력,미입력,미입력,미입력,기타,미입력,미입력,작업구간 주변 인지 미흡,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",우측 슬관절 인대 파열,3일이상 휴업이 필요한 부상,분류불능,"500억 ~ 1,000억원 미만",2015-10-29,2021-07-31,2017-11-01,2021-04-30,75~79%,70~79%,500인 이상,대상현장(1/2종),대상,일반조사,산재처리,보일러 #2 (바닥) FD Fan으로 재해자(허00 00년생)가 이동 중 거푸집 해체 후 Grating 미 설치 구간의 배수로(깊이 50cm)에 빠짐,산재처리,사고사례 교육실시,5.0,10.0,넘어짐,설비공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.0,267.0
8439,바닥 자재를 밟고 넘어져 손목 골절,  2021-05-09 09:00,공공,맑음,15.0,60.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,해당없음,조치,기타,산업설비,산업설비공사,건설자재,핀,정리작업,내부,미입력,바닥,미입력,관리적요인,기타,미입력,미입력,해체된 비계 자재 정리 불량,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,왼쪽 손목골절,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2018-01-01,2021-10-31,90% 이상,90% 이상,500인 이상,비대상현장,대상,일반조사,작업장 주변 정리정돈 실시 확인,2021년 5월 09일 오전 09:00경 ***氏가 터빈동 2호기 1층 비계해체 작업 중 바닥에 있던 클램프를 밟고 뒤로 넘어지면서 왼손으로 바닥을 짚어 손목에 골절이 발생함.,사업장내 보건실 응급처치 후 인근 삼천포서울병원 후송,작업장 정리정돈 실시간 실시,5.0,9.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1399.0,267.0
2772,비계 수정 작업 중 무리한 동작,  2020-02-17 10:00,공공,흐림,3.0,40.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,산업설비,가설공사,가시설,비계,해체작업,내부,미입력,상부(위),미입력,환경적요인,작업자의 단순과실,미입력,미입력,무리한 동작,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,허리염좌 및 긴장,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2017-02-01,2021-10-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,작업전 스트레칭 및 작업 중 무리한 동작 관리 확인,"비계 수정 및 보강 설치 작업을 위해 허리를 숙이고 비계 발판을 해체 하던 중 허리에 갑자기 통증이 옴→ 목격자 및 사실관계 확인이 불가하여 노무사 선임하여 사업주 의견 제출 하였으나, 근로복지공단 최종 승인 됨 (2020.04.20)",별도 보고가 없어 후속조치 없음,작업중 충분한 스트레칭,2.0,10.0,기타,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1733.0,267.0
