,사고명,사고일시,공공민간구분,날씨,온도,습도,시설물 분류,시설물 중분류,시설물 소분류,연면적,지상층수,지하층수,공사종류,인적사고종류,안전방호조치여부,개인보호조치여부,물적사고종류,공종(대분류),공종(소분류),사고객체(대분류),사고객체(소분류),작업프로세스,사고위치 장소,사고위치 장소(직접입력),사고위치 부위,사고위치 부위(직접입력),주원인 유형,사고원인(주원인),사고원인(보조원인1),사고원인(보조원인2),구체적사고원인,사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상 20미만 사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상 20미만 부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,피해금액,피해내용,사고신고사유,공사비,해당공종 공사비,공사시작일,공사종료일,해당공종 공사시작일,해당공종 공사종료일,낙찰율,공정율,작업자수,안전관리계획,설계안정성검토,사고조사방법,향후조치계획,사고경위,사고발생후 조치사항,재발방지대책,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간,construction_id
6751,그레이팅 제거 작업 중 추락,  2020-12-22 09:05,공공,맑음,8.0,10.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,떨어짐,조치,비조치,기타,기계설비,기계설비공사,기타,기타,굴착작업,내부,미입력,바닥,미입력,관리적요인,작업자의 단순과실,미입력,미입력,"1)작업방법 선정 미흡(작업반과 관리감독자간 사전 협의 미흡2)작업방법/절차에 대한 협의 및 교육미흡, 작업반장 임의 판단작업, 안전작업 이행(안전지시) 미 준수(그레이팅 해제 절차 미준수)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",왼쪽골반 실금,3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2015-10-29,2021-10-31,2019-03-13,2021-04-30,90% 이상,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,"1)작업절차서 준수하여 작업실시, 작업반과 현장 확인하여 적합한 작업방법 결정 및 계획 수립2)작업 전 현장여건을 사전파악하고, 위험에 대한 조치조치와 작업 간섭물 제거 등 사전조치3)Grating Removal 작업절차를 준수하여 작업실시, 협의된 작업절차 이행, 그래이팅 해체 시 안전작업 자세 및 작업구역을 확보하고 위험성 사전 파악4)작업 전 작업방법수립 및 해당 작업자 안전 교육, 작업 계획에 따른 준비 및 안전 조치상태 확인","터빈#2호기 1층 복수기 옆에서 지하1층으로 응축수 펌프 반입을 위해 간섭되는 그레이팅(99X170cm, 약 55kg) 개방하고자 동료 근로자와 그레이팅을 살짝 들어 잡아 당기는 순간 그레이팅의 무게를 못 이겨 그레이팅과 함께 지하 1층 바닥(약 3.5m)으로 떨어짐","’20.12.22(화) 09:05분경 : 사고발생 (최초신고 : *** 반장)’20.12.22(화) 09:12분경 : 안전담당자 보고 및 응급구조사 현장도착’20.12.22(화) 09:20분경 : 근로자의식 확인 및 응급처치’20.12.22(화) 09:25분경 : 서울병원이송(삼천포 서울병원)’20.12.22(화) 10:26분경 : X-RAY 및 CT촬영결과, 왼쪽골반 실금 진단(삼천포 서울병원)‘20.12.22(화) 14:30분경 : 재해자 요청으로 거주지 부근 동아대병원으로 이송 및 입원","1)작업절차서 준수하여 작업실시, 작업반과 현장 확인하여 적합한 작업방법 결정 및 계획 수립2)작업 전 현장여건을 사전파악하고, 위험에 대한 조치조치와 작업 간섭물 제거 등 사전조치3)Grating Removal 작업절차를 준수하여 작업실시, 협의된 작업절차 이행, 그래이팅 해체 시 안전작업 자세 및 작업구역을 확보하고 위험성 사전 파악4)작업 전 작업방법수립 및 해당 작업자 안전 교육, 작업 계획에 따른 준비 및 안전 조치상태 확인",12.0,9.0,떨어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,779.0,260.0
6134,돌풍으로 인해 자재 전도로 인한 재해 발생,  2020-11-03 14:35,공공,강풍,10.0,10.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,물체에 맞음,해당없음,해당없음,기타,건축,지붕 및 홈통공사,건설자재,데크플레이트,설치작업,내부,미입력,바닥,미입력,환경적요인,돌풍,미입력,미입력,1)데크플레이트  자재 이동중 강한 돌풍으로 인한 자재 전도(돌풍 발생시 작업 대기 및 자재 전도 예방 조치2)자재 이동시 추가 인력 보완 미흡,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,"1,000만원 미만",우측 다리 찰과상,3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2015-10-29,2021-10-31,2019-03-01,2021-06-30,90% 이상,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,1)작업환경관련 기준 준수여부 확인2)자재 정리정돈 상태 확인 및 부적합 사항 시정조치,보온용 데크플레이트(약 12kg)를 이동 적재중 바람에 자재가 넘어지면서 재해자(**씨)가 우측다리(종아리 부근)에 찰과상을 입음.,1)근로자 후송 치료 조치2)자재 정리정돈 및 결속조치,1)반복 작업 위험도에 대한 사전 인지 교육 실시2)돌풍 발생시 작업 대기 및 자재 전도 예방조치 확인,11.0,14.0,물체에 맞음,지붕 및 홈통공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,852.0,260.0
8422,비계해체 중 팔이 뒤틀림,  2021-05-07 19:40,공공,흐림,18.0,65.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,산업설비,산업설비공사,가시설,비계,해체작업,내부,미입력,고소,미입력,환경적요인,작업자의 단순과실,미입력,미입력,해체한 자재 하선 중 불안전한 자세,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,좌측 견관절 회전근계 외상상 파열,3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2015-10-29,2021-10-31,2019-01-01,2021-08-31,90% 이상,90% 이상,500인 이상,비대상현장,대상,일반조사,가시설 자재 하선작업 계획이행 확인,***씨는 2021 년 05 월 07 일 금 ) 19 시 40 분경 2 호기 보일러 1 층 남측 엘리베이터 앞에서 비계 파이프 자재를 받아치기로 하선중 비계 파이프가 중심을 잃고 흔들리면서 잡고 있는 좌측팔을 삐끗하면서 통증을 느낌,인근 병원 후송,인력 자재하선 지양(윈치 등 운반기구 이용),5.0,19.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,973.0,260.0
7565,작업장소 이동중 부딪힘으로 인한 인대 손상 및 염좌,  2021-03-10 11:40,공공,맑음,12.0,10.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,부딪힘,해당없음,해당없음,기타,기계설비,기계설비공사,가시설,비계,이동,내부,미입력,바닥,미입력,관리적요인,전도 예방조치 미흡,미입력,미입력,1)비계 발판 수정치 안전조치 미실시(틈새 보강 미실시)2)보행중 위험 사항 미 확인(작업 전 주변 환경 미인지 및 주의부족),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",인대 손상 및 염좌,3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2015-10-29,2021-10-31,2019-03-01,2021-06-30,90% 이상,90% 이상,100~299인,대상현장(1/2종),대상,일반조사,1)비계 발판 수정시 안전조치 확인(후속 작업 팀 사용 전 확인_ 개구부 및 틈새등 발생시 사전 조치)2)작업 전 위험 요인 사전 확인 및 보행 안전 수칙 교육 실시3)작업장 정리 정돈 상태 수시확인,"2021년 3월 10일 화요일 11시 45분경 티앤드에스 소속 ***씨가 보일러 2호기 EL+32,000 호퍼에서 자재 이동중 작업발판 틈새에 우측발이 빠지면서 넘어져 무릎과 어깨를 다치는 사고가 발생함. 당일 병원 진료하였으나 특이사항 없이 귀가하였으나 3월 11일  삼천포 서울병원에서 MRI검사 결과 우측 슬관절 전방 십자인대 재파열 및 건관절염 소견 확인 후 원청사, 하도급사에 통보한 사항임",1)재해발생 원인 파악 및 부적합 사항 시정조치,1)비계 발판 수정시 안전조치 확인(후속 작업 팀 사용 전 확인_ 개구부 및 틈새등 발생시 사전 조치)2)작업 전 위험 요인 사전 확인 및 보행 안전 수칙 교육 실시3)작업장 정리 정돈 실시,3.0,11.0,부딪힘,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,852.0,260.0
6811,이동중 우측 발목 인대 파열,  2020-12-26 16:40,공공,맑음,8.0,10.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,기계설비,기계설비공사,부재,배관,설치작업,내부,미입력,직접입력,바닥에 설치된 배관,시공적요인,설치 미흡,미입력,미입력,1)이동통로 미확보(이동통로 선정및 경로 미흡) 2)통로상의 개구부 덮개조치 미흡3)설계변경후 개구부 막는 마감작업 지연,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,"1,000만원 미만",우측 전거비인대 파열,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-10-31,2018-08-01,2021-06-30,90% 이상,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,1)덮개형 개구부 덮개 설치2)설계변경시 조속히 마감 처리 시행3)이동통로상의 장애물 제거4)명일작업협의시 이동통로 협의및 확인,"2020년12월26일(토)16시40분경 비디아이 충전공영 소속 ***(**년생, 판넬공)이가 석탄이송설비(TT-07A)구간에서 벽체 판넬 설치 작업을 종료하고 명일(27일)준비작업중 바닥에 돌출된 배관 파이프(슬리브)에 발을 헛디뎌 발목통증으로 개인 임의적으로 병원에 방문 치료후 (1월4일)13시경에 BDI에 보고 및 인지후 사고보고함.",병원 방문 치료 실시,1)덮개형 개구부 덮개 설치2)설계변경시 조속히 마감 처리 시행3)이동통로상의 장애물 제거4)명일작업협의시 이동통로 협의및 확인,12.0,16.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1064.0,260.0
5856,현장내 이동중 발목 접질림,  2020-10-15 17:30,공공,맑음,18.0,10.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,기계설비,기계설비공사,토사 및 암반,지반,이동,내부,미입력,바닥,미입력,환경적요인,기타,미입력,미입력,비포장길 굵은 골재를 밟고 중심을 읽면서 좌측 발목 접질림 사고 발생,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",좌측 족관절 진거비 인대 파열,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-10-31,2017-06-20,2021-04-30,90% 이상,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,1)근로자 통행로 구간 정비2)이동통로 사용관련 근로자 교육 실시,퇴근하기 위해 외부 근로자 제1주차장으로 도로보 이동 중 비포장 도로에서 왼쪽 발목을 접질림,2020년 10월 15일 퇴근 중 주차장에서 좌측 발목을 접질림.2020년 10월 20일 까지 정상 출근하여 근무하던 중 통증이 지속되어2020년 10월 21일 재해자 주거지 차병원에서 진료2020년 10월 27일 까지 정상출근2020년 10월 28일 18:00분경 재해자가 우석이엔씨 소속 *** 차장에게 재해 사실 알림.(진료결과 요청)2020년 10월 29일 약 15:00분경 삼천포 서울병원 진료 및 진단서 우석이엔씨 제출.2020년 10월 29일 약 17:00분경 한진중공업에 당 재해건에 대해서 진단서와 함께 보고.2020년 10월 30일 출퇴근 재해 인지보고(S-RM)2020년 10월 31일 정상 출근하였고 근로계약 종료 됨,1)근로자 보행중 전도 위험관련 전파교육 실시2)근로자 이동통로 확보 및 사용 조치,10.0,17.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1410.0,260.0
6806,어깨 부위 다발성 근육 및 힘줄 손상,  2020-12-26 11:00,공공,맑음,3.0,10.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,기타,기타,건설공구,공구류,기타,내부,미입력,직접입력,공구실 내부,관리적요인,작업자의 단순과실,미입력,미입력,1)진열대 공구류 배치 불안전한 상태 - 무거운 공구류를 상단에 진열하여 어깨와 팔에 무리한 힘을 가하였음2)공구실의 협소한 공간에 다양한 공구류를 진열 보관함에 따른 공간부족3)근골격계질환 예방 안전교육 미흡- 위험요인 교육 미흡,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,"1,000만원 미만",어깨 부위 다발성 근육 및 심줄손상,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-10-31,2018-08-01,2021-06-30,90% 이상,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,1)공구류 진열 배치 재 정리- 무거운 공구는 하부에 비치하고 가벼운 공구는 상부로 비치하여 무리한 힘을 가하는 행동 자제2)공사 진척도에 따라 작업 종료 된 공구는 반출하여 공구 수량을 줄임3)중량물 취급 및 근골격계질환 예방에 대한  주기적 교육 시행,"2020년 12월 27일까지 재해자는 공구실에서 각종 공구류 입고 및 출고, 진열을 하는 보조업무를   2020.10.16부터 시행하여 왔으며, 12월 26일 오전에 어깨에 통중이 있어  병원에서 진찰을 받은결과 어깨 및 왼팔부위 다발성 근육 및 힘줄 손상을 입은 재해임.",1)병원 진료 및 치료2)근골격계 질환 관련 근로자 교육 실시,1)공구류 진열 배치 재 정리- 무거운 공구는 하부에 비치하고 가벼운 공구는 상부로 비치하여 무리한 힘을 가하는 행동 자제2)공사 진척도에 따라 작업 종료 된 공구는 반출하여 공구 수량을 줄임3)중량물 취급 및 근골격계질환 예방에 대한  주기적 교육 시행,12.0,11.0,기타,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1064.0,260.0
6813,어깨 부위 다발성 근육 및 힘줄 손상,  2020-12-26 17:00,공공,맑음,3.0,10.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,질병,해당없음,해당없음,기타,기타,기타,기타,기타,정리작업,직접입력,공구실,직접입력,공구실 내부,관리적요인,불안전한 작업자세,미입력,미입력,무거운 공구류 상단에 진열시 불안전한 작업자세 및 과도한 근육 사용,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,"1,000만원 미만",어깨 및 왼팔 부위 다발성 근육 및 힘줄 손상,3일이상 휴업이 필요한 부상,"1,000억원 이상",분류불능,2015-10-29,2021-10-31,2018-08-01,2021-06-30,90% 이상,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,1)공구류 진열 배치 재 정리- 무거운 공구는 하부에 비치하고 가벼운 공구는 상부로 비치하여 무리한 힘을 가하는 행동 자제2)공사 진척도에 따라 작업 종료 된 공구는 반출하여 공구 수량을 줄임3)중량물 취급 및 근골격계질환 예방에 대한  주기적 교육 시행,"2020년 10월 26일 ~ 2020년 12월 27일까지 재해자는 공구실에서 각종 공구류 입고 및 출고, 진열을 하는 보조업무를 시행하여 왔으며, 어깨통증으로 인해 2020년 12월 26일 오전에 어깨 통증이 있어 병원에서 진찰을 받은 이슈가 2020년 12월 28일 13시경 인지되었음.(병원 MRI 진료 결과 어깨 및 왼팔 부위 다발성 근육 및 힘줄 손상 발생)※ 향후 근로복지공단 산업재해 결과 승인시 이의제기 준비중입니다.",20년 12월 26일 병원 방문 진료 실시,1)공구류 진열 배치 재 정리- 무거운 공구는 하부에 비치하고 가벼운 공구는 상부로 비치하여 무리한 힘을 가하는 행동 자제2)공사 진척도에 따라 작업 종료 된 공구는 반출하여 공구 수량을 줄임3)중량물 취급 및 근골격계질환 예방에 대한  주기적 교육 시행,12.0,17.0,질병,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1064.0,260.0
4250,불안전한 자세 작업으로 인한 업무상 질병,  2020-06-05 12:00,공공,맑음,16.0,30.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,질병,해당없음,해당없음,기타,기계설비,기계설비공사,질병,질병,설치작업,인접주변,미입력,바닥,미입력,시공적요인,불안전한 작업자세,미입력,미입력,불안전한 자세 작업으로 인한 업무상 질병,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"1,000만원 미만",M1909 좌측무릎 원발성 관절염(승인)M1909 우측무릎 원발성 관절염(승인),3일이상 휴업이 필요한 부상,"1,000억원 이상",분류불능,2015-10-29,2021-10-31,2017-06-20,2021-04-30,90% 이상,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,작업 특성 및 근로자 신체능력 확인 후 작업 배치,"건설현장 일용직으로 용접 작업을 수행하면서 불안정한 자세, 중량물 취급등으로 신체에 부담이 누적되어 2020.06.05 (의)서영의료재단 광양우리병원 내원하여 신청상병 진단받고 2020.06.11 최초요양급여신청서를 제출하였습니다. SK건설에서 재해자의 산재신청에 대하여 보험가입자의견서를 제출하였으나 일부승인되어 2021.01.27 근로복지공단으로부터 승인된 후 2021.02.01 본사로부터 승인통보가 접수되었습니다. [승인내용]M1909 좌측무릎 원발성 관절염(승인)M1909 우측무릎 원발성 관절염(승인)요양기간 : 2020.06.05~2020.12.31입원 82일 : 2020.06.05~2020.08.25 통원 127일 : 2020.08.27 ~ 2020.12.31","근로복지공단 통영지사로부터 아래와 같이 업무상 질병(일부승인) 결정통지를 받음(첨부 참조)M1909 좌측 무릎 원발성 관절염(승인)M4806 요추 제4,5번간 척추협착(불승인)M1909 우측 무릎 원발성 관절염(승인)",작업 특성 및 근로자 신체능력 확인 후 작업 배치,6.0,12.0,질병,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1410.0,260.0
2939,"협소공간 이동 중, 허리 통증",  2020-03-02 08:50,공공,맑음,16.0,60.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,산업설비,산업설비공사,기타,기타,설치작업,내부,미입력,바닥,미입력,관리적요인,작업 공간 협소,미입력,미입력,"신청인의 요양급여신청 관련하여 사실에 근거하여 아래와 같이 보험가입자의견서를 작성하여 근로복지공단 통영지사에 제출함○ 신청인이 주장하는 재해일자인 2020.03.02(월)자에 TBM일지에 “금일작업 종료까지안전사고 없이 무사히 작업을 마쳤음을 확인합니다”에 본인이 직접서명한 점○ 신청인이 목격자를 지목하지 못하는 점(목격자 부존재)○ 신청인은 2020.03.02(월) 당사에 어떠한 보고도 하지 않았으며, 정상적으로 작업하고 퇴근한 점○ 신청인은 주장하는 재해일시인 2020.03.02(월)과 32020.03.12(목) 최초진단과 약10일의 차이가 있으므로 기존질환 의한 퇴행성 질환이라는 점○ 신청인은 주장대로 당일에 급성 내지 업무상으로 허리를 다친 상태에서 정상적으로 근무하고 퇴근하였다는 것은 업무상재해로 인정할 수 없다는 취지로 보험가입자의견서를 근로복지공단 통영지사에 제출함",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만", 요추염좌 경추염좌,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-10-31,2017-06-01,2021-06-30,90% 이상,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,"재해자의 일방주장이라, 방지대책이 없음","보일러 #2호기 (EL.46,868) 북쪽에서 용접작업을 하기 위해 근로자가(서00氏) 용접 피더기를 들고 이동 중 수평 배관 파이프를(높이 1M) 지나가기 위해 허리를 굽혀 움직이는 순간 허리에 통증 발생했다고 주장하여 병원에 내방하여 MRI 촬영 결과 요천추부 통증(M5457/질병코드) 결과가 나옴.  → 근골격계 질환으로 사업주 의견 제출 하였으나 최종 승인 됨(20.07.02)",근로복지공단 통영지사로부터 아래와 같이 결정통지를 받음(첨부참조)1)요추염좌 및 긴장(승인)2)경추염좌 및 긴장(승인),"재해자의 일방주장이라, 방지대책이 없음",3.0,8.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1490.0,260.0
