,사고명,사고일시,공공민간구분,날씨,온도,습도,시설물 분류,시설물 중분류,시설물 소분류,연면적,지상층수,지하층수,공사종류,인적사고종류,안전방호조치여부,개인보호조치여부,물적사고종류,공종(대분류),공종(소분류),사고객체(대분류),사고객체(소분류),작업프로세스,사고위치 장소,사고위치 장소(직접입력),사고위치 부위,사고위치 부위(직접입력),주원인 유형,사고원인(주원인),사고원인(보조원인1),사고원인(보조원인2),구체적사고원인,사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상 20미만 사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상 20미만 부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,피해금액,피해내용,사고신고사유,공사비,해당공종 공사비,공사시작일,공사종료일,해당공종 공사시작일,해당공종 공사종료일,낙찰율,공정율,작업자수,안전관리계획,설계안정성검토,사고조사방법,향후조치계획,사고경위,사고발생후 조치사항,재발방지대책,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간,construction_id
3851,경기도 이천시 부발읍 경충대로 2045 M16 ph-1 project,  2020-05-07 16:40,민간,흐림,25.0,21.0,공장,건축물,공장,미입력,미입력,미입력,건축/건축물/공장,끼임,미입력,미입력,기타,전기설비,전기설비공사,미입력,미입력,정리작업,미입력,미입력,미입력,미입력,미입력,작업자의 단순과실,미입력,미입력,"자재야적장에서 찬넬자재를 정리하던 중, 찬넬 적재를 위해 내려호는 과정에 내려놓던 찬넬과 기적개된 찬넬 사이에 우측 4번째 손가락 끼임",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만","자재야적장에서 찬넬자재를 정리하던 중, 찬넬 적재를 위해 내려호는 과정에 내려놓던 찬넬과 기적개된 찬넬 사이에 우측 4번째 손가락 끼임",3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2018-10-18,2020-10-31,2018-04-26,2020-10-30,90% 이상,20~29%,100~299인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,"창원기전_조00자재야적장에서 찬넬자재를 정리하던 중, 찬넬 적재를 위해 내려호는 과정에 내려놓던 찬넬과 기적개된 찬넬 사이에 우측 4번째 손가락 끼임",병원후송 후 치료,안전관리교육철저,5.0,16.0,끼임,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,918.0,2222.0
7042,M16 ph-1 project,  2021-01-20 13:10,민간,맑음,5.0,60.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,물체에 맞음,조치,조치,기타,산업설비,산업설비공사,건설자재,자재,정리작업,내부,미입력,바닥,미입력,시공적요인,작업자의 단순과실,미입력,미입력,세보1공구 김00씨에게 천장 상부에서 동료가 작업선 회수중 떨어뜨려 콘센트 부위에 얼굴이 맞음,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,"1,000만원 미만",세보1공구 김00씨에게 천장 상부에서 동료가 작업선 회수중 떨어뜨려 콘센트 부위에 얼굴이 맞음,3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2018-10-18,2020-10-31,2019-04-15,2021-02-28,90% 이상,90% 이상,20~49인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,세보1공구 김00씨에게 천장 상부에서 동료가 작업선 회수중 떨어뜨려 콘센트 부위에 얼굴이 맞음,병원후송 후 치료,안전관리교육철저,1.0,13.0,물체에 맞음,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,685.0,2222.0
7016,M16 ph-1 project,  2021-01-18 14:20,민간,강우,-3.0,72.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,끼임,조치,조치,기타,건축,수장공사,건설자재,창호,설치작업,내부,미입력,바닥,미입력,시공적요인,작업자의 단순과실,미입력,미입력,"대덕이엔씨 원00씨가 천장입구 출입문과 출입문 프레임 사이에 좌측 3,4번째 손가락이 끼임",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,"1,000만원 미만","대덕이엔씨 원00씨가 천장입구 출입문과 출입문 프레임 사이에 좌측 3,4번째 손가락이 끼임",3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2018-10-18,2020-10-31,2019-04-16,2021-03-31,90% 이상,90% 이상,50~99인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,"대덕이엔씨 원00씨가 천장입구 출입문과 출입문 프레임 사이에 좌측 3,4번째 손가락이 끼임",병원후송 후 치료,안전관리교육철저,1.0,14.0,끼임,수장공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,715.0,2222.0
4156,경기도 이천시 부발읍 경충대로 2045 M16 ph-1 project,  2020-06-01 10:00,민간,맑음,21.0,62.0,공장,건축물,공장,미입력,미입력,미입력,건축/건축물/공장,물체에 맞음,미입력,미입력,기타,기타,기타,미입력,미입력,설비작업,미입력,미입력,미입력,미입력,미입력,작업자의 단순과실,미입력,미입력,"세보UT소속 김00씨는 PCW배관을 밀어올리던 중, 밀어올리던 배관이 본인방향으로 기울어져 본인의 안전모와 충돌하였다고함",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만","세보UT소속 김00씨는 PCW배관을 밀어올리던 중, 밀어올리던 배관이 본인방향으로 기울어져 본인의 안전모와 충돌하였다고함",3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2018-10-18,2020-10-31,2019-10-01,2020-11-30,90% 이상,30~39%,300~499인,대상현장(1/2종),비대상,일반조사,안전관리교육 철저,"세보UT소속 김00씨는 PCW배관을 밀어올리던 중, 밀어올리던 배관이 본인방향으로 기울어져 본인의 안전모와 충돌하였다고함당시 단독으로 이천소재 우리들 병원으로 이동/검사결과 어깨관절과 경추에 염좌 및 긴장 진단됨통증이 지속되어 6월15일 이천소재 추세로 병원으로 이동/MRI결과 신경뿌리병증을 동반한 경추간판장애 진단됨",개별적으로 병원 방문 후 치료,안전관리교육 철저,6.0,10.0,물체에 맞음,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,426.0,2222.0
6267,M16 ph-1 project,  2020-11-12 05:00,민간,맑음,7.0,66.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,끼임,조치,조치,기타,산업설비,산업설비공사,기타,기타,양중작업,내부,미입력,바닥,미입력,시공적요인,작업자의 단순과실,미입력,미입력,비엔에이치 소속 신00씨가 배관 양중작업 중 배관과 배관 사이에 좌측 5수지가 협착됨,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",비엔에이치 소속 신00씨가 배관 양중작업 중 배관과 배관 사이에 좌측 5수지가 협착됨,3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2018-10-18,2020-10-31,2020-02-06,2021-02-28,90% 이상,90% 이상,300~499인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,비엔에이치 소속 신00씨가 배관 양중작업 중 배관과 배관 사이에 좌측 5수지가 협착됨,병원후송 후 치료,안전관리교육철저,11.0,5.0,끼임,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,388.0,2222.0
776,M16 ph-1 project,  2019-08-28 10:00,민간,맑음,24.0,66.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,끼임,조치,조치,기타,건축,철골공사,기타,기타,양중작업,외부,미입력,바닥,미입력,시공적요인,작업자의 단순과실,미입력,미입력,아이에스동서 우00씨가 양중작업 중 콘크리트 구조물과 차 사이에 우측 검지가 협착됨(20년 10월 30일 근로복지공단으로부터 사실통지서 이메일 접수로 현장 최초 인지),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",아이에스동서 우00씨가 양중작업 중 콘크리트 구조물과 차 사이에 우측 검지가 협착됨(20년 10월 30일 근로복지공단으로부터 사실통지서 이메일 접수로 현장 최초 인지),3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2018-10-18,2020-10-31,2018-12-28,2020-12-31,90% 이상,90% 이상,50~99인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,아이에스동서 우00씨가 양중작업 중 콘크리트 구조물과 차 사이에 우측 검지가 협착됨(20년 10월 30일 근로복지공단으로부터 사실통지서 이메일 접수로 현장 최초 인지),병원후송 후 치료,안전관리교육철저,8.0,10.0,끼임,철골공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,734.0,2222.0
6652,M16 ph-1 project,  2020-12-12 14:40,민간,맑음,2.0,49.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,부딪힘,조치,조치,기타,산업설비,산업설비공사,기타,기타,기타,내부,미입력,바닥,미입력,시공적요인,작업자의 단순과실,미입력,미입력,나우 소속 김00씨가 천장 상부 확인 중 코일 단차구간에서 발을 헛디뎌 넘어지며 좌측 허벅지를 단차 모서리에 부딪힘,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,"1,000만원 미만",나우 소속 김00씨가 천장 상부 확인 중 코일 단차구간에서 발을 헛디뎌 넘어지며 좌측 허벅지를 단차 모서리에 부딪힘,3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2018-10-18,2020-10-31,2019-04-06,2021-02-28,90% 이상,90% 이상,100~299인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,나우 소속 김00씨가 천장 상부 확인 중 코일 단차구간에서 발을 헛디뎌 넘어지며 좌측 허벅지를 단차 모서리에 부딪힘,병원후송 후 치료,안전관리교육철저,12.0,14.0,부딪힘,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,694.0,2222.0
3352,경기도 이천시 부발읍 경충대로 2045 M16 ph-1 project,  2020-04-02 16:40,민간,맑음,16.5,24.0,공장,건축물,공장,미입력,미입력,미입력,건축/건축물/공장,끼임,미입력,미입력,기타,기타,기타,기타,작업대차,설비작업,미입력,미입력,미입력,미입력,미입력,작업자의 단순과실,미입력,미입력,"이동식대차 운반 중, 대차바퀴에 왼쪽 발등이 협착",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만","이동식대차 운반 중, 대차바퀴에 왼쪽 발등이 협착",3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2018-10-18,2020-10-31,2019-03-22,2020-10-31,90% 이상,50~59%,100~299인,대상현장(1/2종),대상,일반조사,안전관리교육철저,"Shop장에서 이동식대차 운반 중, 대차바퀴에 왼쪽 발등이 협착",병원후송 후 치료,안전관리교육철저,4.0,16.0,끼임,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,589.0,2222.0
5696,M16 ph-1 project,  2020-10-07 06:20,민간,맑음,14.0,67.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,기타,미입력,미입력,기타,산업설비,산업설비공사,기타,작업대차,이동,내부,미입력,바닥,미입력,시공적요인,무모한 또는 불필요한 행위 및 동작,미입력,미입력,이원그린텍 김00씨가 핸드 파렛트카를 이용하여 핸드레일을 운반하는 과정에서 허리 통증을 호소,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",이원그린텍 김00씨가 핸드 파렛트카를 이용하여 핸드레일을 운반하는 과정에서 허리 통증을 호소,3일이상 휴업이 필요한 부상,"1,000억원 이상",5억 ~ 10억원 미만,2018-10-18,2020-10-31,2020-02-21,2020-12-31,90% 이상,90% 이상,20~49인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,이원그린텍 김00씨가 핸드 파렛트카를 이용하여 핸드레일을 운반하는 과정해서 허리 통증을 호소,병원후송 후 치료,안전관리교육철저,10.0,6.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,314.0,2222.0
1566,경기도 이천시 부발읍 경충대로 2045 M16 ph-1 project,  2019-10-30 18:10,민간,맑음,8.0,76.0,공장,건축물,공장,미입력,미입력,미입력,건축/건축물/공장,끼임,미입력,미입력,기타,건축,가설공사,가시설,비계,설치작업,미입력,미입력,미입력,미입력,미입력,작업자의 단순과실,미입력,미입력,"비계 파이프 적재 작업 중, 비계파이프 사이에 손가락이 협착",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만","비계 파이프 적재 작업 중, 비계파이프 사이에 손가락이 협착",3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2018-10-18,2020-10-31,2019-05-05,2020-04-30,90% 이상,90% 이상,19인 이하,대상현장(1/2종),대상,일반조사,안전관리교육철저,"요양급여 불승인 대응 중 승인 건 (승인일자 : 2020년 03월09일)비계 파이프 적재 작업 중, 비계파이프 사이에 손가락이 협착되었다고 주장",병원후송 치료,안전관리교육철저,10.0,18.0,끼임,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,361.0,2222.0
