,사고명,사고일시,공공민간구분,날씨,온도,습도,시설물 분류,시설물 중분류,시설물 소분류,연면적,지상층수,지하층수,공사종류,인적사고종류,안전방호조치여부,개인보호조치여부,물적사고종류,공종(대분류),공종(소분류),사고객체(대분류),사고객체(소분류),작업프로세스,사고위치 장소,사고위치 장소(직접입력),사고위치 부위,사고위치 부위(직접입력),주원인 유형,사고원인(주원인),사고원인(보조원인1),사고원인(보조원인2),구체적사고원인,사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상 20미만 사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상 20미만 부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,피해금액,피해내용,사고신고사유,공사비,해당공종 공사비,공사시작일,공사종료일,해당공종 공사시작일,해당공종 공사종료일,낙찰율,공정율,작업자수,안전관리계획,설계안정성검토,사고조사방법,향후조치계획,사고경위,사고발생후 조치사항,재발방지대책,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간,construction_id
4859,"강릉안인화력 1,2호기 현장 손목 저림 주장 사고",  2020-07-27 13:00,공공,강우,24.0,96.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,기타,기타,기타,기타,기타,내부,미입력,바닥,미입력,관리적요인,기타,미입력,미입력,반복 작업으로 손목 저림(주장),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"1,000만원 미만",손목 염증,"3일이상 휴업이 필요한 부상, 기타","1,000억원 이상",300억 ~ 500억원 미만,2018-03-16,2023-06-15,2019-11-01,2021-09-01,80~84%,50~59%,500인 이상,대상현장(1/2종),대상,일반조사,산재 처리 완료,"그라인더 작업 후 팔저림을 호소하며 요양급여를 신청, 지병에 의한 목디스크 진단으로 의사소견을 받아 불인정 의견서 제출하였으나 최종 승인",불인정 의견서 제출하였으나 최종 승인,해당 없음,7.0,13.0,기타,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,670.0,1352.0
4241,"강원도 강릉시 강동면 대동길 123 강릉안인화력 1,2호기 건설공사",  2020-06-05 08:30,공공,맑음,18.0,84.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,끼임,미입력,미입력,기타,건축,철근콘크리트공사,가시설,비계,설치작업,미입력,미입력,미입력,미입력,미입력,"설비,기계등의 부적절한 사용 관리",미입력,미입력,운반 자재의 구조를 충분히 파악하지 못한 채로 운반 진행,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,"1,000만원 미만",왼손 약지 첫마디 골절,기타,"1,000억원 이상",200억 ~ 300억원 미만,2018-03-16,2023-06-15,2018-12-24,2021-10-31,80~84%,40~49%,500인 이상,대상현장(1/2종),대상,일반조사,작업 재개 전 해당 작업 특별교육 실시 및 TBM 시 사고사례 전파,PC BOX 구조물 보수를 위한 비계(시스템동바리) 설치를 위해 상부 근로자에게 해치 발판을 전달하던 중 작업 발판에 달려있는 해치가 열렸다 닫히면서 왼손 약지 첫마디가 끼임 - 사고 발생 후 6/8 정상출역 및 퇴근 후 공상 요구,"TBM 시 사고 사례 전파주말 휴무 후 월요일 정상 출역, 퇴근 후 공상 요구",해치 발판 운반 시 발판이 벌어지지 않도록 고정,6.0,8.0,끼임,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042.0,1352.0
8067,"강릉안인 1,2호기 카고크레인 운전원 다침 사고",  2021-04-14 13:40,공공,맑음,12.0,37.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,떨어짐,조치,조치,기타,기계설비,기계설비공사,건설기계,기중기(이동식크레인 등),운반작업,내부,미입력,직접입력,내부,환경적요인,작업자의 단순과실,미입력,미입력,운전자가 아우트리거 양 쪽을 확장한 것으로 착각,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만","갈비뼈 5,6번 골절",3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2018-03-16,2023-06-15,2019-06-01,2022-03-15,80~84%,60~69%,500인 이상,대상현장(1/2종),대상,일반조사,해당 크레인 복구 완료사고 조사 후 과실에 따라 현장 출입 금지 조치 실시,카고크레인 한 쪽 아우트리거 미확장 상태로 붐 확장 및 회전 하다 장비가 전도되는 순간운전원이 조정석에서 뛰어 내려 갈비뼈를 다침,해당 협력회사 작업 중지,크레인/카고크레인/지게차 관련 특별교육 실시,4.0,13.0,떨어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1018.0,1352.0
12894,"강릉안인 1,2호기 비계 발판 운반 중 눈에 이물질 들어감",  2022-04-12 11:30,공공,맑음,20.0,59.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,기계설비,기계설비공사,가시설,작업발판,운반작업,외부,미입력,바닥,미입력,환경적요인,기타,미입력,미입력,바람에 의해 이물질이 날림,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,"1,000만원 미만",각막 미세 손상 의심,3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2018-03-16,2023-06-15,2020-07-01,2023-03-31,80~84%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,산업재해조사표 제출,비계 발판을 운반 하던 중 바람에 비산된 이물질이 눈에 들어가 손으로 눈을 비빔,"해당일 정상 근무 후 퇴근, 퇴근 후 이물감으로 병원 방문",눈에 이물감 있을 시 현장 보건실 즉시 이동보안경 착용,4.0,11.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1003.0,1352.0
2562,"강원도 강릉시 강동면 대동길 1** 강릉안인화력 1,2호기 건설공사",  2020-01-29 10:30,공공,강우,5.6,73.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,전기설비,전기설비공사,가시설,작업발판,이동,미입력,미입력,미입력,미입력,미입력,작업중 이동,미입력,미입력,이동발판 틈새로 발이 미끄러지며 접지름,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",왼쪽 발목 염좌,3일이상 휴업이 필요한 부상,"1,000억원 이상",50억 ~ 100억원 미만,2018-03-16,2023-06-15,2018-11-29,2021-08-31,80~84%,40~49%,500인 이상,대상현장(1/2종),대상,일반조사,재해예방토론회 실시 및 재방방지대책 이행결과 확인 철저,가설전등 설치를 위해 이동 중 발판틈새에 발이 미끄러지며 접지름,근로자 교육 실시,이동발판 틈새 등 작업장 위험요소 사전 확인 및 과다 틈새 조치,1.0,10.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1006.0,1352.0
8616,"강릉안인 1,2호기 자재 하역 준비 중 넘어짐",  2021-05-24 15:00,공공,맑음,22.0,35.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,해당없음,해당없음,기타,기계설비,기계설비공사,기타,차량,상차 및 하역작업,직접입력,현장 외부 야적장,상부(위),미입력,관리적요인,불안전한 작업자세,미입력,미입력,단부를 등지고 핀 해체 중 발을 헛딛음,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",우측 갈비뼈 골절 및 기흉/혈흉 진단,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2018-03-16,2023-06-15,2019-06-01,2022-03-15,80~84%,60~69%,500인 이상,대상현장(1/2종),대상,일반조사,산업재해조사표 제출 및 특별교육 실시,트레일러 적재함 상부의 컨테이너에서 VBF 하역을 위해 간섭되는 컨테이너 수평재를 해체하던 중 중심을 잃고 넘어지며 적재함 하부 및 지면에 가슴을 부딪힘,병원 이동 후 골절 소견 확인,외부 야적장 전담 관리자 배치자재 상/하차 프로세스 준수,5.0,15.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1018.0,1352.0
9459,"강릉안인 1,2호기 항타기 조립 중 손가락 다침",  2021-07-21 08:00,공공,맑음,28.0,74.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,끼임,조치,해당없음,기타,토목,말뚝공사,건설기계,항타 및 항발기,조립작업,외부,미입력,앞,미입력,환경적요인,작업자의 단순과실,미입력,미입력,근로자 및 운전원간 신호 불일치,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"1,000만원 미만",왼손 검지 손가락 피부 손상 등,3일이상 휴업이 필요한 부상,"1,000억원 이상",20억 ~ 50억원 미만,2018-03-16,2023-06-15,2019-04-01,2021-12-02,80~84%,70~79%,500인 이상,대상현장(1/2종),대상,일반조사,산업재해조사표 제출해당 공종 전체 근로자 특별교육 실시 완료,항타기 궤도 조립 작업 중 확장핀을 꽂으려다 왼손 검지손가락이 끼임,7월23일까지 정상 출역 후 7월 27일 산재 의사 통보,근로자 간 신호체계 확립,7.0,8.0,끼임,지정 및 기초공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,976.0,1352.0
5762,"강릉안인화력 1,2호기 철골 설치 중 손가락 끼임",  2020-10-11 11:40,공공,맑음,15.0,76.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,끼임,조치,조치,기타,건축,철골공사,건설공구,공구류,설치작업,인접주변,미입력,상부(위),미입력,관리적요인,중량물 취급 미흡,미입력,미입력,레버블록으로 철골 수평 조정 중 철골이 쳐지며 역으로 움직임,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",손가락 골절,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2018-03-16,2023-06-15,2019-02-28,2023-06-15,80~84%,50~59%,500인 이상,대상현장(1/2종),대상,일반조사,재해예방토론회 실시 및 철골 상부 미세 조정 관련 근로자 교육 실시,보일러1호기 6층에서 기설치된 Duct 하단 부위의 소형 철골 빔조립 수평조정을 위해 크레인의 양중로프에 레버블록을 걸고 레버블록의 위치를 수정 하던 중 빔 반대편이 하부로 쳐지며 블록의 체인이 역으로 움직여 손가락 끼임,"즉시 병원 이동 및 근로자 교육 실시, 재해예방토론회 실시 시 해당 협력사 대표이사 참석",철골 상부에서 세부 조정 등 금지,10.0,11.0,끼임,철골공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1568.0,1352.0
12729,"강릉안인 1,2호기 이동 중 넘어짐",  2022-03-31 13:10,공공,강우,7.0,91.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,해당없음,해당없음,기타,기계설비,기계설비공사,기타,기타,이동,외부,미입력,바닥,미입력,환경적요인,작업자의 단순과실,미입력,미입력,이동 중 부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,"1,000만원 미만",양쪽 정강이 힘줄 손상,3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2018-03-16,2023-06-15,2019-11-15,2022-09-15,80~84%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,산업재해조사표 제출,오후 작업 개시를 위해 이동 중 미끄러져 넘어짐,병원이동 및 검진결과 정강이 힘줄 손상 소견 확인,보행로 미끄럼방지 추가 설치,3.0,13.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1035.0,1352.0
10932,"강릉안인 1,2호기 벨트 교체 중 손가락 다침",  2021-11-02 14:00,공공,맑음,13.0,73.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,끼임,해당없음,해당없음,기타,건축,철근콘크리트공사,가시설,기타 가시설,준비작업,내부,미입력,바닥,미입력,관리적요인,무모한 또는 불필요한 행위 및 동작,미입력,미입력,근로자간 신호 불일치 및 신호 후 협착 위험 구간 촉수,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"1,000만원 미만",좌측 엄지손가락 손톱 부위 개방성 골절,3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2018-03-16,2023-06-15,2020-02-03,2023-03-15,80~84%,80~89%,500인 이상,대상현장(1/2종),대상,일반조사,산업재해조사표 제출 및 재방방지대책 이행 철저,윈치 모터 벨트가 느슨해져 신품으로 교체 완료하고 타 근로자에게 모터 동작을 요청 후 풀리에 붙어있는구리스를 제거하려던 순간 왼쪽 엄지 손가락이 벨트와 풀리 사이에 끼임,해당 작업팀 작업 중지 및 특별교육,신호체계 확립 및 회전체 주변 촉수 엄금 조치,11.0,14.0,끼임,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1136.0,1352.0
