,사고명,사고일시,공공민간구분,날씨,온도,습도,시설물 분류,시설물 중분류,시설물 소분류,연면적,지상층수,지하층수,공사종류,인적사고종류,안전방호조치여부,개인보호조치여부,물적사고종류,공종(대분류),공종(소분류),사고객체(대분류),사고객체(소분류),작업프로세스,사고위치 장소,사고위치 장소(직접입력),사고위치 부위,사고위치 부위(직접입력),주원인 유형,사고원인(주원인),사고원인(보조원인1),사고원인(보조원인2),구체적사고원인,사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상 20미만 사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상 20미만 부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,피해금액,피해내용,사고신고사유,공사비,해당공종 공사비,공사시작일,공사종료일,해당공종 공사시작일,해당공종 공사종료일,낙찰율,공정율,작업자수,안전관리계획,설계안정성검토,사고조사방법,향후조치계획,사고경위,사고발생후 조치사항,재발방지대책,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간,construction_id
2836,출퇴근상 재해,  2020-02-20 16:55,공공,흐림,1.0,30.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,미입력,미입력,기타,기타,기타,기타,기타,기타,외부,미입력,바닥,미입력,환경적요인,작업자의 단순과실,미입력,미입력,퇴근차량 하차중 부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,피해없음,우측 무릎 십자인대 부분 파열,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2017-06-20,2021-04-30,90% 이상,90% 이상,500인 이상,비대상현장,대상,일반조사,출퇴근 승하차 중 주의 교육 확인,업무를 마치고 사내 주차장까지 가는데 회사에서 제공하는 차량을 놓쳐 걸어서 가려는 중 주차장까지 가는 차량이 있어 그차를 타고 주차장까지 가서 차량에서 내리던 중 넘어짐,퇴근 중 보고가 없어 후속 조치 없음,출퇴근 하차중 주의 교육,2.0,16.0,넘어짐,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1410.0,254.0
2480,"경상남도 고성군 하이면 하이로 34 고성하이화력 1,2호기 발전소 건설공사",  2020-01-16 11:10,공공,맑음,2.4,43.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,미입력,미입력,기타,기타,기타,미입력,미입력,설비작업,미입력,미입력,미입력,미입력,미입력,기타,미입력,미입력,고정용 목재 시인성 부족으로 인한 전도,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",전도로 인한 어깨염좌,기타,분류불능,"500억 ~ 1,000억원 미만",2015-10-29,2021-07-31,2019-01-02,2020-12-31,75~79%,80~89%,500인 이상,대상현장(1/2종),대상,일반조사,이동통로 내 장애물 제거 및 임시 고정장치 식별표시 설치 보완근로자 이동 시 주의사항 교육 및 해당사례 전파,"터빈동 1호기에서 공구 반납을 위해 이동 중 그레이팅 상부에 고정된 나무 부재에 근로자(김대군氏) 부주의로 다리가 걸려 넘어짐(최초 발생된 부위가 다르며, 금전을 요구하는 전형적인 생계형 산재 신청으로 노무사 대응 예정)",산재처리,이동통로 내 장애물 제거 및 임시 고정장치 식별표시 설치 보완근로자 이동 시 주의사항 교육 및 해당사례 전파,1.0,11.0,넘어짐,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,254.0
4365,"고성하이발전 1,2호기 건설공사 중 내용물 미확인 음용사고",  2020-06-15 08:00,공공,맑음,22.0,77.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,기계설비,기계설비공사,기타,기타,기타,내부,미입력,직접입력,식도염,미입력,기타,미입력,미입력,MSDS물질 소운반용기 위험표시 미실시,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",통원치료비,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2018-07-01,2021-04-30,75~79%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,산재처리,용접공이 용접부위 터치업시 희석재로 사용코자 신너를 생수페트병에 조금 넣어와서 작업허가서에 서명하려 잠깐 내려놓은 순간  옆에 있던 재해자 권00이 타인이 휴대하고있던 페트병의 내용물을 확인하지 않고 이를 생수로 오인하여 음용하려다 토하여 즉시 삼천포서울병원에  진료 및 치료후 신너중독 식도염 재해판정을 받음,MSDS물질 소분용기 지급하여 사용,소분용기 MSDS 표기 및 교육실시,6.0,8.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1034.0,254.0
4379,"작업 중, 전도로 인한 상해",  2020-06-16 10:40,공공,맑음,30.0,40.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,조치,조치,기타,기계설비,기계설비공사,기타,기타,이동,외부,미입력,하부(아래),미입력,환경적요인,작업자의 단순과실,미입력,미입력,비계승강로 하부로 이동중 바닥이 불규칙하여 발을 헛디뎌 중심을 잃고 하부에 있던 비계발판 위로 넘어져 타박사고 발생,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",좌측 대퇴부 부상,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2018-08-01,2021-06-30,75~79%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사, - 자재 들고 이동시 주변 환경을 고려하여 작업하도록 교육실시 - 작업 전 이동시 단차부위 전도 위험성에 대한 안전교육 실시,WWT POND 1층 바닥에서 비계설치 작업 중 자재를 건네주기 위해 돌아서던 중 발을 헛디뎌 넘어지면서 바닥에 있던 비계발판에 좌측 대퇴부를 찍힘," - 20.**.** 오전 10시 40분경 현장에서 상태를 물어본 후 ***정형외과로 스타렉스를 타고 병원으로 후송 - 20.**.** 오전 11시 00분경 ***정형외과에 도착하여 접수 후 치료 “ 진료결과  좌측 대퇴부 장장근 부분파열, 타박상으로 통원치료 요망＂ - 20.**.** 오전 11시 40분경 치료 후 숙소로 퇴근  - 20.**.** 오전 11시 40분경 *****병원 방문 재해자(***)가 몇일 경과를 지켜본 후 출근 희망함. - 20.**.** 오전 10시경 재해자(***) 팀원으로 부터 퇴사 하겠다는 연락 받음.(직접적인 연락은 없었음). - 20.**.** 오후 6시경 생각보다 아픈거 같아 일을 할 수가 없으니 공상처리를 해달라는 연락을 받음. 그러나 높은 금액을 요구하기에 협의를 하지 못하고 추후 다시 연락하기로 함. - 20.**.**   근로복지공단으로 부터 산재 접수되었다고 연락이 옴.", 자재 들고 이동시 주변 환경을 고려하여 작업하도록 교육실시- 작업 전 이동시 단차부위 전도 위험성에 대한 안전교육 실시,6.0,10.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1064.0,254.0
3604,"경상남도 고성군 하이면 하이로 34 고성하이화력 1,2호기 발전소 건설공사",  2020-04-20 09:45,공공,맑음,15.0,61.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,떨어짐,미입력,미입력,기타,전기설비,전기설비공사,가시설,비계,이동,미입력,미입력,미입력,미입력,미입력,기타,미입력,미입력,철골기둥 트랩 사용 완료 후 절단 미조치,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",요추 1번 압박골절,3일이상 휴업이 필요한 부상,분류불능,300억 ~ 500억원 미만,2015-10-29,2021-07-31,2018-02-01,2021-04-30,75~79%,80~89%,500인 이상,대상현장(1/2종),대상,일반조사,산재처리,터빈 #1호기 2층 배관 주변에 있던 전선을 정리하기 위해 근로자가 철골 기둥의 사다리를 타고 올라가서 배관상부로 이동하기 위해 안전벨트를 체결하던 중 몸의 균형을 잃고 약 3M 아래로 떨어짐,산재처리,철골기둥 트랩 사용완료 구간 사용금지 타포린 부착 및 교육실시,4.0,9.0,떨어짐,설비공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.0,254.0
1138,"고성하이발전 1,2호기 건설공사 근로자 화상사고",  2019-09-27 13:40,공공,맑음,27.0,60.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,전기설비,전기설비공사,기타,비산물,용접작업,미입력,미입력,미입력,미입력,미입력,용접불량,미입력,미입력,배관 용접을 위하여 단면을 그라인더로 정리하는 작업을 하는 중 근로자가 착용하고 있던 에어자켓에 불티가 비산하여 화상을 입음.에어자켓 연결 시 Air가 아닌 산소에 연결하여 화재가 발생함.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"1,000만원 미만",근로자 구호를 위한 응급구조 및 근로자 화상치료비용,3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2015-10-29,2021-07-31,2018-02-01,2021-04-30,75~79%,70~79%,500인 이상,대상현장(1/2종),대상,일반조사,서울 한강 성심병원 4주 입원 후 통원치료 예정,터빈1호기 Heater #8 배관 용접을 위해 그라인더 작업 시 근로자가 착용하고 있던 에어자켓에 불티가 비산하여 화상을 입음(사고보고에 대한 인지 부족으로 인한 보고지연),"재해발생 당일 재해자를 삼천포 서울병원으로 이송하여 치료를 시작하였으며, 서울 한강 성심병원으로 전원하여 치료 중에 있음","1. 용접공 채용 시 화재 및 화상 방지 교육 실시    - 용접 에어자켓에 Air(공기)외 임의로 산소(O2)를 사용하지 못하도록 특별교육    - 정기적으로 용접공 화재 및 화상 방지 특별교육 실시2. 용접공 보호구 착용 의무화 및 착용 강화    - 용접용 자켓, 앞치마 등 보호구 착용 의무화 및 착용 강화3. 근로자가 임의 또는 실수로 공급기체를 변경하지 못하도록 연결구 전량 교체",9.0,13.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1184.0,254.0
8610,비계해체 중 하역하던 자재가 낙하,  2021-05-24 10:35,공공,흐림,18.0,65.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,물체에 맞음,비조치,조치,기타,산업설비,산업설비공사,가시설,비계,해체작업,외부,미입력,바닥,미입력,관리적요인,해체방법 부적정,미입력,미입력,자재 하역중 고박불량 및 통제구역 미설정,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,피해없음,경추 염좌 및 긴장,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2019-01-01,2021-09-30,90% 이상,90% 이상,500인 이상,비대상현장,비대상,일반조사,고소작업시 하부 통제구역 설정 및 통제원 배치 확인,2021 년 05 월 24 일 월 ) 10:35 분경 COOLER #2 호기 A 상부에서 비계 해체후 안전방망을 마대에 담아 로프를 이용하여 하부로 내리는 중로프가 풀리면서 안전방망 마대 ( 가 약 5M 상부에서 1 층 바닥으로 떨어지면서 1 층 바닥에서 비계 해체 자재를 정리하던 재해자 최철규 가 이동중 머리와 목 사이에 맞는 사고 발생함,인근 병원 후송,인양물 고박상태 확인 철저 및 하부 통제구역 설정,5.0,10.0,물체에 맞음,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1003.0,254.0
4171,"인양작업 중, 오른손 협착",  2020-06-02 07:50,공공,맑음,26.0,40.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,끼임,조치,조치,기타,건축,철골공사,건설자재,철근,인양작업,외부,미입력,상부(위),미입력,시공적요인,인양방법 불량,미입력,미입력, 상부 구조물에 와이어와 체결된 샤클이 걸림- H-BEAM 인양 시 유도로프 미 사용- 인양 작업 간 신호수 배치 미흡,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만","우측 5수지 골절, 우측손목 힘줄 및 신경손상",3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2018-05-01,2021-06-30,75~79%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사, 인양 작업 구간 사전 확인을 통한 타 작업 구간 확보- 인양 작업 관련 사고 사례를 전 근로자에게 전파하여 인양 작업 시 협착등의 위험요인 인지- 작업 전 or TBM 시 인양 작업 관련 위험요인 공유 (현장 팀별 T.B.M시 팀장↔팀원),"EL.89,500 남측 엘리베이터 근처에서 H-Beam을 인양 중 상부 윈치 와이어로프의 샤클이 구조물에 걸렸다 빠지면서 그 반동에 의해 H-Beam 과 Handrail 사이에 우측손이 끼임",‘20.06.02.(화) 07:50경 : 사고발생 ’20.06.02.(화) 09:00경 : 삼천포 서울 병원 내방 (X-Ray 검사)’20.06.02.(화) 18:50경 : 진주 제일 병원에서 우측 손목 힘줄 봉합술 및 5수지 금속판 고정술 시행, 인양 작업 구간 사전 확인을 통한 타 작업 구간 확보- 인양 작업 관련 사고 사례를 전 근로자에게 전파하여 인양 작업 시 협착등의 위험요인 인지- 작업 전 or TBM 시 인양 작업 관련 위험요인 공유 (현장 팀별 T.B.M시 팀장↔팀원),6.0,7.0,끼임,철골공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1156.0,254.0
5819,이동중 골재를 밟아 좌측 발목 염좌 상해,  2020-10-14 10:10,공공,흐림,18.0,80.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,해당없음,해당없음,기타,산업설비,산업설비공사,토사 및 암반,부석,이동,외부,미입력,바닥,미입력,환경적요인,작업자의 단순과실,미입력,미입력,휴대폰 사용하며 보행중 굵은 골재를 밟아 죄측 발목 접질림,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",좌측 족관절 전거비 인대 파열(S9349),3일이상 휴업이 필요한 부상,"1,000억원 이상",분류불능,2015-10-29,2021-07-31,2018-10-01,2021-04-01,75~79%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,1.현장 투입 전  TBM시 보행 또는 운전중 휴대폰 사용금지 교육2.주차장 보행로 점검실시,2020년 10월 15일 오후 5시 30분경 주차장에서 우석이엔씨 소속 공사0장(고00) 퇴근 이동 중 비포장 굵은 골재 위를 걷다가 좌측발목을 접질림,2020년 10월 15일 퇴근 중 주차장에서 좌측 발목을 접질림.2020년 10월 20일 까지 정상 출근하여 근무하던 중 통증이 지속되어2020년 10월 21일 재해자 주거지 차병원에서 진료2020년 10월 27일 까지 정상출근2020년 10월 28일 18:00분경 재해자가 우석이엔씨 소속 송00 차장에게 재해 사실 알림.(진료결과 요청)2020년 10월 29일 약 15:00분경 삼천포 서울병원 진료 및 진단서 우석이엔씨 제출.2020년 10월 29일 약 17:00분경 한진중공업에 당 재해건에 대해서 진단서와 함께 보고.2020년 10월 30일 출퇴근 재해 인지보고(S-RM)2020년 10월 31일 정상 출근하였고 근로계약 종료 됨,1.현장 투입 전  TBM시 보행 또는 운전중 휴대폰 사용금지 교육2.주차장 보행로 점검실시,10.0,10.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,913.0,254.0
3515,"경상남도 고성군 하이면 하이로 34 고성하이화력 1,2호기 발전소 건설공사",  2020-04-14 08:35,공공,맑음,12.0,51.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,물체에 맞음,미입력,미입력,기타,기타,기타,건설공구,공구류,이동,미입력,미입력,미입력,미입력,미입력,기타,미입력,미입력,와이어 파단으로 인한 사고발생,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",도르래 낙하하면서 안전모 스침,3일이상 휴업이 필요한 부상,분류불능,"500억 ~ 1,000억원 미만",2015-10-29,2021-07-31,2017-07-18,2020-10-31,75~79%,80~89%,500인 이상,대상현장(1/2종),대상,일반조사,산재처리,"보일러 #1 EL. 66,000에서 도르래를 매달고 있던 와이어가 파단되어 도르래가 낙하되면서 주변을 이동 중이던 ㈜우진일렉트 근로자(김00氏) 의안전모를 타격함.병원 검진결과(X-ray, CT촬영) 이상 없으나, 근로자가 후유증을 빌미로 금전요구",산재처리,고정용 와이어 로프 전수 검사,4.0,8.0,물체에 맞음,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,254.0
