,사고명,사고일시,공공민간구분,날씨,온도,습도,시설물 분류,시설물 중분류,시설물 소분류,연면적,지상층수,지하층수,공사종류,인적사고종류,안전방호조치여부,개인보호조치여부,물적사고종류,공종(대분류),공종(소분류),사고객체(대분류),사고객체(소분류),작업프로세스,사고위치 장소,사고위치 장소(직접입력),사고위치 부위,사고위치 부위(직접입력),주원인 유형,사고원인(주원인),사고원인(보조원인1),사고원인(보조원인2),구체적사고원인,사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상 20미만 사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상 20미만 부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,피해금액,피해내용,사고신고사유,공사비,해당공종 공사비,공사시작일,공사종료일,해당공종 공사시작일,해당공종 공사종료일,낙찰율,공정율,작업자수,안전관리계획,설계안정성검토,사고조사방법,향후조치계획,사고경위,사고발생후 조치사항,재발방지대책,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간,construction_id
7029,톱날에 손가락 피부가 스쳐 부상당함,  2021-01-19 15:30,민간,맑음,3.0,40.0,공동주택,건축물,공동주택,113368,35,3,건축/건축물/공동주택,"절단, 베임",조치,해당없음,기타,건축,수장공사,건설공구,공구류,설치작업,내부,미입력,바닥,미입력,관리적요인,작업자의 단순과실,미입력,미입력,전동 원형톱으로 자재 절단작업 중 톱날에 베임,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,피해없음,물적피해 없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",20억 ~ 50억원 미만,2018-12-13,2021-11-12,2019-01-01,2021-11-12,70~74%,80~89%,500인 이상,대상현장(1/2종),비대상,일반조사,자체점검 실시,몰딩 재단 중 원형각도기에 오른쪽 엄지손가락과 중지사이를 톱날에 스쳐 피부 및 절개 사고,작업순서 재검검,작업순서에 의한 작업실시,1.0,15.0,"절단, 베임",수장공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1046.0,2559.0
682,경기도 과천시 별양동 ** 과천주공6단지 재건축사업(경기),  2019-08-20 16:00,민간,맑음,23.0,50.0,공동주택,건축물,공동주택,97471,35,3,건축/건축물/공동주택,질병,해당없음,해당없음,기타,건축,철근콘크리트공사,질병,질병,운반작업,내부,미입력,지하,미입력,미입력,"복장, 개인보호구의 부적절한 사용",미입력,미입력,타설 잔재물 운반시 콘크리트 물 접촉으로 인한 피부 질환,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 이상 ~ 2,000만원 미만",피부 질환,기타,"500억 ~ 1,000억원 미만",200억 ~ 300억원 미만,2018-12-13,2021-11-12,2019-11-19,2020-12-31,80~84%,10~19%,500인 이상,대상현장(1/2종),비대상,일반조사,"개인보호구 착용 및 필요 보호구 착용하여 작업 진행,",608동 지하 2층에서 콘크리트 타설 후 잔재물이 발생하여 청소 작업 중 콘크리트 물이 다리에 접촉되어 감염성 피부질환이 발생( 요양신청서가 접수되어 사고를 확인하여 보고함),콘크리트 타설 및 습윤한 작업장소시 장화 및 우의 착용,우의 착용하여 피부에 직접 노출 금지,8.0,16.0,질병,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,408.0,2559.0
8088,계단실에서 작업  후 이동 중 넘어진 사고,  2021-04-15 14:05,민간,맑음,20.0,60.0,공동주택,건축물,공동주택,274710,35,3,건축/건축물/공동주택,넘어짐,조치,조치,기타,건축,철근콘크리트공사,기타,기타,정리작업,내부,미입력,바닥,미입력,관리적요인,부주의,미입력,미입력,이동시  지면 상태 미확인,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"1,000만원 미만",경추부 골절,3일이상 휴업이 필요한 부상,"4,000만 ~ 1억원 미만","1,000만원 미만",2018-12-13,2021-11-12,2019-02-01,2021-07-31,70~74%,90% 이상,500인 이상,대상현장(1/2종),비대상,일반조사,"자체 점검 실시, 보행자 동선확보",계단실 이동중 미끄러져 넘어지면서 어깨 부위를 부딛쳐 일어난 사고임,계단실 자재 정리 조치,"작업시 계단실 통로 확보, 자재정리 즉시 시행",4.0,14.0,넘어짐,콘크리트공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,2559.0
2725,알폼해체 작업 중 알폼에 손가락을 부딪힘,  2020-02-13 09:50,민간,맑음,-2.0,40.0,공동주택,건축물,공동주택,113368,35,3,건축/건축물/공동주택,물체에 맞음,해당없음,해당없음,기타,건축,철근콘크리트공사,가시설,거푸집,해체작업,내부,미입력,바닥,미입력,관리적요인,작업자의 단순과실,미입력,미입력,형틀 해체작업 중 자재에 손가락을 부딪힘,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,피해없음,물적피해 없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2018-12-13,2021-11-12,2019-01-04,2021-07-30,70~74%,40~49%,500인 이상,대상현장(1/2종),비대상,일반조사,자체점검 실시,알폼 해체 작업 중 알폼에 오른쪽 검지를 부딪혀 일어난 사고임.,작업방법 점검 및 근로자 교육,형틀해체 작업 시 2인 1조 작업 실시,2.0,9.0,물체에 맞음,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,938.0,2559.0
60,경기도 과천시 별양동 ** 과천주공6단지 재건축사업(경기),  2019-07-04 15:00,민간,맑음,20.0,50.0,공동주택,건축물,공동주택,37471,35,3,건축/건축물/공동주택,넘어짐,해당없음,조치,기타,건축,철근콘크리트공사,기타,기타,청소작업,외부,미입력,바닥,미입력,미입력,불안전한 작업자세,미입력,미입력,"작업방법 불량, 2인 1조 작업",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",인대 손상,"3일이상 휴업이 필요한 부상, 기타","1,000억원 이상",300억 ~ 500억원 미만,2018-12-13,2021-11-12,2019-01-01,2021-06-30,90% 이상,10~19%,500인 이상,대상현장(1/2종),비대상,일반조사,"근로자 작업방법 개선 및 불필요한 행동 금지, 작업위치 고려하여 선정",살수작업중 고압호스를 당기는 중 넘어지면서 우측손을 바닥에 있던 철근에 우측손을 부딪힘 (정상출근하여 근무를 계속하였으며 요양급여 신청서 접수되어 사고 내용을 확인하여 보고함),작업 방법 개선,고압 호스 설치 위치 변경,7.0,15.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,911.0,2559.0
849,작업 중 낙하한 각재에 맞음,  2019-09-02 13:20,민간,흐림,25.0,56.0,공동주택,건축물,공동주택,113368,35,3,건축/건축물/공동주택,물체에 맞음,해당없음,조치,기타,건축,철근콘크리트공사,건설자재,자재,설치작업,내부,미입력,바닥,미입력,관리적요인,기타,미입력,미입력,상부에 있던 1m 길이의 목재가 떨어져 안전모에 맞음,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,물적 피해 없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2018-12-13,2021-11-12,2019-01-01,2021-07-31,70~74%,30~39%,500인 이상,대상현장(1/2종),비대상,일반조사,자체 점검 실시,슬라브 거푸집 설치를 위하여 준비중 슬라브 상부에 있던 각재(1M)가 하부로 떨어져 안전모에 맞음.,상부 자재 낙하물 발생 가능성 여부 점검,상부 형틀 구조물 설치 시 낙하물이 발생하지 않도록 견고히 고정 및 고정상태 확인,9.0,13.0,물체에 맞음,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,942.0,2559.0
3140,목재절단용 원형톱으로 자재 절단 중 손가락이 스쳐 베임,  2020-03-17 16:00,민간,맑음,14.0,45.0,공동주택,건축물,공동주택,113368,35,3,건축/건축물/공동주택,"절단, 베임",해당없음,해당없음,기타,건축,철근콘크리트공사,건설공구,공구류,형틀 및 목공,내부,미입력,바닥,미입력,관리적요인,기타,미입력,미입력,목재절단용 원형톱으로 자재 절단 중 안전커버가 순간 미작동하여 절단된 목재를 수거하는 중 손가락이 스쳐 베임,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,물적 피해 없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2018-12-13,2021-11-12,2018-12-01,2021-07-31,70~74%,50~59%,500인 이상,대상현장(1/2종),비대상,일반조사,자체점검 실시,원형톱(스킬)을 사용하여 목재 가공중 오른손 새끼손가락을 스쳐서 베인 사고임.,원형톱 안전장치 이상유무 점검,원형통 안전장치 이상 시 전원 차단 후 후속점검 실시,3.0,16.0,"절단, 베임",콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,973.0,2559.0
6964,과천주공6단지 재건축현장  공도구(그라인더) 사용 중 손가락 베임,  2021-01-14 08:30,민간,맑음,-4.0,20.0,공동주택,건축물,공동주택,374710,35,3,건축/건축물/공동주택,"절단, 베임",조치,조치,기타,건축,타일 및 돌공사,건설공구,공구류,준비작업,내부,미입력,직접입력,그라인더 날 접촉,재료적요인,작업자의 단순과실,미입력,미입력,자재 고정상태 불량하여 핸드그라인더 사용 중 움직이면서 왼손이 그라인더 날 접촉됨.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"1,000만원 미만",베임으로 인한 개방성 골절,3일이상 휴업이 필요한 부상,"1,000억원 이상",50억 ~ 100억원 미만,2018-12-13,2021-11-12,2020-05-05,2021-11-30,75~79%,70~79%,500인 이상,대상현장(1/2종),비대상,일반조사,공종의 유사 사고 방지를 위한 안전교육 실시,핸드그라인더 사용하여 타일 자재를 절단 작업 중 왼쪽 엄지가 그라인더 날에 접촉되어 일어난 사고임.,"08:30분 사고 발생 , 08:40분  병원으로 자가 이동 , 09:10 안전팀 사고 보고",자재 절단시 고속절단기 및 전용 절단기 받침대에서 자재 고정 후 작업 진행 조치.,1.0,8.0,"절단, 베임",타일 및 테라코타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,574.0,2559.0
46,자재 운반 중 어깨통증 발생,  2019-07-03 16:00,민간,맑음,30.0,55.0,공동주택,건축물,공동주택,113368,35,3,건축/건축물/공동주택,기타,미입력,미입력,기타,건축,철근콘크리트공사,건설자재,철근,운반작업,내부,미입력,바닥,미입력,관리적요인,기타,미입력,미입력,반복된 자재 인력운반 작업으로 어깨통증 발생,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,피해없음,물적 피해 없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2018-12-13,2021-11-12,2019-01-01,2021-07-31,70~74%,20~29%,500인 이상,대상현장(1/2종),비대상,일반조사,자체 점검 실시,바닥에 있는 철근을 어깨에 들어올려 운반작업 후 어깨통증으로 인한 사고임,자재 운반 인원 스트레칭 및 근골격계 질환 발생 위험도 조사,"중량 자재 운반 시 2인 1조 작업,  작업 전 스트레칭 실시",7.0,16.0,기타,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,942.0,2559.0
3610,말비계에서 내려오는 도중 넘어져 부상,  2020-04-20 16:30,민간,맑음,15.0,50.0,공동주택,건축물,공동주택,113368,35,3,건축/건축물/공동주택,넘어짐,해당없음,해당없음,기타,건축,철근콘크리트공사,가시설,비계,형틀 및 목공,내부,미입력,바닥,미입력,관리적요인,작업자의 단순과실,미입력,미입력,말비계에서 작업 후 내려오던 중 마끄러짐,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,물적피해 없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2018-12-13,2021-11-12,2019-11-01,2021-09-30,70~74%,40~49%,500인 이상,대상현장(1/2종),비대상,일반조사,자체 점검 실시,작업발판을 사용하여 형틀조립을 실시하고 내려오는 도중 미끄러져 사타구니를 찍혀 일어난 사고임.,말비계 및 작업방법 점검,말비계 사용 시 유의토록 관련 사례 교육,4.0,16.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,699.0,2559.0
716,"경기도 과천시 별양로 *** (별양동,주공아파트) 과천주공6단지 재건축사업(경기)",  2019-08-23 08:00,민간,맑음,29.0,61.0,공동주택,건축물,공동주택,미입력,미입력,미입력,건축/건축물/공동주택,끼임,미입력,미입력,기타,건축,철근콘크리트공사,건설자재,자재,정리작업,미입력,미입력,미입력,미입력,미입력,작업순서 미흡,미입력,미입력,자재 정리시 상부 물건부터 정리를 실시하여야 하나 무리하게 아래 자재를 빼려다 일어난 재해임,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,"1,000만원 미만",왼손 검지 손가락 첫마디 치료 비용,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000만원 미만",2018-12-13,2021-11-12,2019-01-01,2021-05-05,85~89%,10~19%,100~299인,대상현장(1/2종),비대상,일반조사,작업전 작업방법 및 안전작업 절차 교육 실시,거푸집 유로폼 자재 정리중 유로폼이 왼손 검지 손가락에 떨어져 맞음,자재 정리 방법 및 작업순서 특별 안전교육 실시,작업 방법 및 작업전 위험성 안전교육 실시,8.0,8.0,끼임,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,855.0,2559.0
3750,콘크리트 분배기에 손가락 협착,  2020-04-29 13:10,민간,맑음,18.0,55.0,공동주택,건축물,공동주택,113368,35,3,건축/건축물/공동주택,끼임,해당없음,해당없음,기타,건축,철근콘크리트공사,건설기계,콘크리트살포기,타설작업,내부,미입력,바닥,미입력,관리적요인,무모한 또는 불필요한 행위 및 동작,미입력,미입력,콘크리트 분배기 회전부위 레일을 손으로 짚어 사고 발생,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,물적 피해 없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2018-12-13,2021-11-12,2018-12-01,2021-06-30,70~74%,40~49%,500인 이상,대상현장(1/2종),비대상,일반조사,자체 점검 실시,콘크리트 타설 작업중 타설용 분배기에 오른쪽 새끼 손가락이 협착된 사고임.,작업방법 점검 미치 근로자 교육,콘크리트 분배기 주변에서 불안전한 행동 통제,4.0,13.0,끼임,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,942.0,2559.0
