,사고명,사고일시,공공민간구분,날씨,온도,습도,시설물 분류,시설물 중분류,시설물 소분류,연면적,지상층수,지하층수,공사종류,인적사고종류,안전방호조치여부,개인보호조치여부,물적사고종류,공종(대분류),공종(소분류),사고객체(대분류),사고객체(소분류),작업프로세스,사고위치 장소,사고위치 장소(직접입력),사고위치 부위,사고위치 부위(직접입력),주원인 유형,사고원인(주원인),사고원인(보조원인1),사고원인(보조원인2),구체적사고원인,사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상 20미만 사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상 20미만 부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,피해금액,피해내용,사고신고사유,공사비,해당공종 공사비,공사시작일,공사종료일,해당공종 공사시작일,해당공종 공사종료일,낙찰율,공정율,작업자수,안전관리계획,설계안정성검토,사고조사방법,향후조치계획,사고경위,사고발생후 조치사항,재발방지대책,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간,construction_id
6981,MFC 프로젝트,  2021-01-15 11:00,민간,흐림,15.0,50.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,끼임,조치,조치,기타,산업설비,산업설비공사,건설자재,덕트,설치작업,외부,미입력,상부(위),미입력,시공적요인,부주의,미입력,미입력,근로자 부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2019-02-28,2021-08-31,2019-06-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,덕트 운반 시 적절한 공구 사용토록 조치 및 주의 교육,Cable Duct 커버 하역중에 우측 중지가 커버 사이에 끼임,덕트 운반 시 손가락 끼임사고 주의 교육 실시,덕트 운반 시 적절한 공구 사용토록 조치 및 주의 교육,1.0,11.0,끼임,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,822.0,3201.0
7289,MFC 프로젝트,  2021-02-16 09:15,민간,흐림,8.0,50.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,질병,조치,조치,기타,산업설비,산업설비공사,가시설,비계,해체작업,외부,미입력,상부(위),미입력,시공적요인,부주의,미입력,미입력,부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2019-02-28,2021-08-31,2019-06-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,충분한 스트레칭 후 작업 실시 조치함,UT구간 WW P/R 포인트 비계를 해체하던 중 손목을 삐임,충분한 스트레칭 후 작업 실시 조치함,충분한 스트레칭 후 작업 실시 조치함,2.0,9.0,질병,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,822.0,3201.0
6881,전라남도 여수시 산단중앙로 669 MFC Project,  2021-01-05 11:00,민간,흐림,3.0,50.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,넘어짐,조치,조치,기타,기타,기타,기타,기타,이동,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,근로자 부주의 및 사다리 미사용,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2019-02-28,2021-08-31,2019-04-30,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,적재함 내려올 때 사다리 사용토록 조치함,카고 적재함을 내려오던 중 넘어져 부상을 입은 사고 임,적재함 내려올 때 사다리 사용토록 조치함,적재함 내려올 때 사다리 사용토록 조치함,1.0,11.0,넘어짐,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,854.0,3201.0
7013,MFC 프로젝트,  2021-01-18 12:00,민간,흐림,6.0,70.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,넘어짐,조치,조치,기타,산업설비,산업설비공사,건설공구,사다리,이동,외부,미입력,상부(위),미입력,시공적요인,부주의,미입력,미입력,근로자 부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2019-02-28,2021-08-31,2019-11-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,사다리 3점 지지 사용방법에 대한 시연 및 교육 실시,사다리를 타고 내려오다 손이 미끄러저 넘어짐,사다리 사용방법에 대한 TBM 교육 실시,사다리 3점 지지 사용방법에 대한 시연 및 교육 실시,1.0,12.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,669.0,3201.0
7451,MFC 프로젝트,  2021-02-28 09:00,민간,흐림,10.0,60.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,물체에 맞음,조치,조치,기타,산업설비,산업설비공사,기타,기타,운반작업,외부,미입력,상부(위),미입력,시공적요인,기타,미입력,미입력,보온자재 결속 불량 및 하역구간 하부 근로자 통제 미흡,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2019-02-28,2021-08-31,2019-11-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,자재 결속방법 전달 및 위험구역 통제 조치/통제자 배치하여 작업 실시,"보온 자재 박스를 하부로 내리던 중, 박스가 낙하하여 자재 박스에 안전모 챙부분을 맞음",자재 결속 철저 교육 및 위험구역 주변 통제 조치 확인,자재 결속방법 전달 및 위험구역 통제 조치/통제자 배치하여 작업 실시,2.0,9.0,물체에 맞음,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,669.0,3201.0
8579,MFC 프로젝트,  2021-05-21 09:25,민간,강우,17.0,90.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,넘어짐,조치,조치,기타,기계설비,기계설비공사,기타,기타,조립작업,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2019-02-28,2021-08-31,2020-03-25,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,근로자 작업 중 이동방법 재교육 및 발판 위 불필요 자재 정리 실시,보온작업중 뒷걸음질 치는 과정에서 넘어짐,근로자 작업 중 이동방법 재교육 및 발판 위 불필요 자재 정리 실시,근로자 작업 중 이동방법 재교육 및 발판 위 불필요 자재 정리 실시,5.0,9.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,524.0,3201.0
6927,MFC 프로젝트,  2021-01-11 10:35,민간,흐림,0.0,60.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,넘어짐,조치,조치,기타,산업설비,산업설비공사,기타,기타,이동,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,근로자 부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2019-02-28,2021-08-31,2019-10-17,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,이동 중 주의하여 이동토록 교육 실시,현장 이동 중 발을 헛딛어 발목을 접지름,이동 중 주의하여 이동토록 교육 실시,이동 중 주의하여 이동토록 교육 실시,1.0,10.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,684.0,3201.0
8604,MFC 프로젝트,  2021-05-23 15:53,민간,강우,28.0,80.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,부딪힘,조치,조치,기타,기계설비,기계설비공사,가시설,비계,조립작업,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2019-02-28,2021-08-31,2019-08-21,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,작업 중 부딪힘 사고 주의 교육 실시,비계 자재 정리 작업중 무릎을 부딪침.,작업 중 부딪힘 사고 주의 교육 실시,작업 중 부딪힘 사고 주의 교육 실시,5.0,15.0,부딪힘,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,741.0,3201.0
7034,MFC 프로젝트,  2021-01-20 08:20,민간,맑음,10.0,50.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,부딪힘,조치,조치,기타,산업설비,산업설비공사,부재,배관,운반작업,외부,미입력,상부(위),미입력,시공적요인,부주의,미입력,미입력,근로자 부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2019-02-28,2021-08-31,2019-10-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,운반작업 안전작업에 대한 교육 실시,배관 자재를 운반하던중 왼쪽 손가락이 찍힘,자재 운반 시 상호 신호 확인하여 작업 실시,운반작업 안전작업에 대한 교육 실시,1.0,8.0,부딪힘,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700.0,3201.0
7338,MFC 프로젝트,  2021-02-19 14:00,민간,맑음,12.0,30.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,넘어짐,조치,조치,기타,산업설비,산업설비공사,건설공구,사다리,이동,외부,미입력,상부(위),미입력,시공적요인,부주의,미입력,미입력,사다리 사용방법 미숙지,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2019-02-28,2021-08-31,2019-06-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,사다리 사용 시 3점 지지 재교육 실시,사다리를 이용하여 내려오던 중 오른쪽 발목을 헛딛음,사다리 사용 시 3점 지지 재교육 실시,사다리 사용 시 3점 지지 철저 준수,2.0,14.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,822.0,3201.0
