,사고명,사고일시,공공민간구분,날씨,온도,습도,시설물 분류,시설물 중분류,시설물 소분류,연면적,지상층수,지하층수,공사종류,인적사고종류,안전방호조치여부,개인보호조치여부,물적사고종류,공종(대분류),공종(소분류),사고객체(대분류),사고객체(소분류),작업프로세스,사고위치 장소,사고위치 장소(직접입력),사고위치 부위,사고위치 부위(직접입력),주원인 유형,사고원인(주원인),사고원인(보조원인1),사고원인(보조원인2),구체적사고원인,사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상 20미만 사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상 20미만 부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,피해금액,피해내용,사고신고사유,공사비,해당공종 공사비,공사시작일,공사종료일,해당공종 공사시작일,해당공종 공사종료일,낙찰율,공정율,작업자수,안전관리계획,설계안정성검토,사고조사방법,향후조치계획,사고경위,사고발생후 조치사항,재발방지대책,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간,construction_id
7401,MFC 프로젝트,  2021-02-24 14:15,민간,흐림,10.0,50.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,끼임,조치,조치,기타,산업설비,산업설비공사,부재,철골부재,조립작업,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상","500억 ~ 1,000억원 미만",2019-02-28,2021-08-31,2019-10-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,자재 운반작업 지침에 따라 2인 1조 작업 및 필요 시 타격방지장갑 착용,Support Beam을 내리던 과정에서 손가락을 끼임,자재 운반작업 시 2인 1조 작업 실시,자재 운반작업 지침에 따라 2인 1조 작업 및 필요 시 타격방지장갑 착용,2.0,14.0,끼임,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700.0,3203.0
7167,MFC 프로젝트,  2021-02-02 08:30,민간,맑음,4.0,30.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,넘어짐,조치,조치,기타,산업설비,산업설비공사,건설자재,데크플레이트,이동,외부,미입력,상부(위),미입력,시공적요인,부주의,미입력,미입력,이동 시 전방 확인하여 이동하여야 하나 부주의하게 이동함,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2019-02-28,2021-08-31,2019-10-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,전방 확인 철저 및 충돌 위험 설비 사전 보호조치 실시함.,작업중에 늑골을 다쳤다고 요양급여 신청,충돌 위험 설비 보호조치 실시,전방 확인 철저 및 충돌 위험 설비 사전 보호조치 실시함.,2.0,8.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700.0,3203.0
7726,MFC 프로젝트,  2021-03-22 11:20,민간,맑음,15.0,40.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,"절단, 베임",조치,조치,기타,산업설비,산업설비공사,건설공구,공구류,보수 및 교체작업,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2019-02-28,2021-08-31,2019-10-17,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,커터칼 사용 시 안전한 작업방법 교육 및 커터칼 사용 시 가죽장갑 사용,낙하방지망 재단 작업중 커터칼에 손을 베임,커터칼 사용 시 안전한 작업방법 교육 및 커터칼 사용 시 가죽장갑 사용 조치,커터칼 사용 시 안전한 작업방법 교육 및 커터칼 사용 시 가죽장갑 사용,3.0,11.0,"절단, 베임",설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,684.0,3203.0
7246,MFC 프로젝트,  2021-02-09 09:00,민간,맑음,8.0,40.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,부딪힘,조치,조치,기타,산업설비,산업설비공사,기타,기타,준비작업,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2019-02-28,2021-08-31,2019-08-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,충돌 위험부위 사전 확인하여 작업 실시,카고 적재함에 물건을 꺼내던 중 안전모를 부딪혀 부상,충돌 위험부위 사전 확인하여 작업 실시,충돌 위험부위 사전 확인하여 작업 실시,2.0,9.0,부딪힘,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,761.0,3203.0
6975,MFC 프로젝트,  2021-01-14 16:00,민간,흐림,12.0,50.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,넘어짐,조치,조치,기타,산업설비,산업설비공사,기타,기타,설치작업,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,근로자 부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",50억 ~ 100억원 미만,2019-02-28,2021-08-31,2020-03-28,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,작업구간 내 미끄러짐 위험 사전확인 후 작업 실시,작업 중 미끄러저 넘어지며 손가락이 골절 되었다고 주장함,작업장 주변 결빙 여부 확인 실시,작업구간 내 미끄러짐 위험 사전확인 후 작업 실시,1.0,16.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,521.0,3203.0
8742,MFC 프로젝트,  2021-06-01 16:45,민간,흐림,28.0,50.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,끼임,조치,조치,기타,기계설비,기계설비공사,가시설,비계,정리작업,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2019-02-28,2021-08-31,2020-03-25,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,자재 정리작업 중 손가락 끼임 주의 및 장갑 착용,비계 자재 정리 중 엄지 손가락이 끼임,자재 정리작업 중 손가락 끼임 주의 및 장갑 착용,자재 정리작업 중 손가락 끼임 주의 및 장갑 착용,6.0,16.0,끼임,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,524.0,3203.0
8486,MFC 프로젝트,  2021-05-13 10:20,민간,맑음,28.0,50.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,넘어짐,조치,조치,기타,기계설비,기계설비공사,기타,기타,이동,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2019-02-28,2021-08-31,2019-10-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,이동 중 주의토록 교육 실시,휴게실 컨테이너에서 이동중 넘어짐.,이동 중 주의토록 교육 실시,이동 중 주의토록 교육 실시,5.0,10.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700.0,3203.0
8675,MFC 프로젝트,  2021-05-27 15:30,민간,흐림,22.0,80.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,끼임,조치,조치,기타,기계설비,기계설비공사,부재,철골부재,준비작업,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2019-02-28,2021-08-31,2020-03-25,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,그레이팅 오픈 시 적정도구 사용토록 교육 및 확인 실시,그레이팅을 오픈하는 과정에서 손가락 끼임.,그레이팅 오픈 시 도구 사용 조치,그레이팅 오픈 시 적정도구 사용토록 교육 및 확인 실시,5.0,15.0,끼임,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,524.0,3203.0
7668,MFC 프로젝트,  2021-03-17 08:45,민간,맑음,7.0,30.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,떨어짐,조치,조치,기타,산업설비,산업설비공사,가시설,비계,해체작업,직접입력,작업발판,상부(위),미입력,시공적요인,설치 미흡,미입력,미입력,비계 파이프 연결핀을 제대로 체결하여야 하난 느슨하게 체결함,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2019-02-28,2021-08-31,2019-11-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,비계 연결핀 긴결상태 확인점검하여 작업 실시,비계 해체 작업중 파이프가 빠지며 하부로 떨어짐,비계 작업자 작업방법에 대한 재교육 실시,비계 연결핀 긴결상태 확인점검하여 작업 실시,3.0,8.0,떨어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,669.0,3203.0
7004,MFC 프로젝트,  2021-01-17 14:00,민간,맑음,2.0,50.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,부딪힘,조치,조치,기타,산업설비,산업설비공사,가시설,비계,설치작업,외부,미입력,바닥,미입력,시공적요인,기타,미입력,미입력,작업장 주변 타 작업 병행 실시,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상","500억 ~ 1,000억원 미만",2019-02-28,2021-08-31,2019-10-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,타 작업 완료 후 주변 작업 실시,비계 파이프가 넘어지며 근로자 왼쪽 중지에 부딪힘,작업 진행 구간 내 작업 금지(우선 순위 지정),타 작업 완료 후 주변 작업 실시,1.0,14.0,부딪힘,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700.0,3203.0
8643,MFC 프로젝트,  2021-05-26 09:00,민간,흐림,23.0,60.0,공장,건축물,공장,429752,4,0,건축/건축물/공장,부딪힘,조치,조치,기타,기계설비,기계설비공사,가시설,안전시설물,조립작업,외부,미입력,바닥,미입력,시공적요인,부주의,미입력,미입력,부주의,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,피해없음,피해없음,3일이상 휴업이 필요한 부상,"1,000억원 이상","500억 ~ 1,000억원 미만",2019-02-28,2021-08-31,2019-10-01,2021-08-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종외),비대상,일반조사,작업발판 단차부 보호조치 확인 후 작업 실시,안전발판 모서리를 밟아 발목 접질림.,발판 단차부 보호조치 실시,작업발판 단차부 보호조치 확인 후 작업 실시,5.0,9.0,부딪힘,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700.0,3203.0
