,사고명,사고일시,공공민간구분,날씨,온도,습도,시설물 분류,시설물 중분류,시설물 소분류,연면적,지상층수,지하층수,공사종류,인적사고종류,안전방호조치여부,개인보호조치여부,물적사고종류,공종(대분류),공종(소분류),사고객체(대분류),사고객체(소분류),작업프로세스,사고위치 장소,사고위치 장소(직접입력),사고위치 부위,사고위치 부위(직접입력),주원인 유형,사고원인(주원인),사고원인(보조원인1),사고원인(보조원인2),구체적사고원인,사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상 20미만 사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상 20미만 부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,피해금액,피해내용,사고신고사유,공사비,해당공종 공사비,공사시작일,공사종료일,해당공종 공사시작일,해당공종 공사종료일,낙찰율,공정율,작업자수,안전관리계획,설계안정성검토,사고조사방법,향후조치계획,사고경위,사고발생후 조치사항,재발방지대책,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간,construction_id
6111,M16 ph-1 project,  2020-11-02 10:20,민간,맑음,10.0,58.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,"절단, 베임",조치,조치,기타,건축,수장공사,건설공구,공구류,기타,내부,미입력,바닥,미입력,시공적요인,작업자의 단순과실,미입력,미입력,태우이엔지 강00씨가 직소기날 교체 작업 중 검지 손톱부분 베임,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",태우이엔지 강00씨가 직소기날 교체 작업 중 검지 손톱부분 베임,3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2018-10-18,2020-10-31,2019-05-14,2020-12-31,90% 이상,90% 이상,50~99인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,태우이엔지 강00씨가 직소기날 교체 작업 중 검지 손톱부분 베임,병원후송 후 치료,안전관리교육철저,11.0,10.0,"절단, 베임",수장공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,597.0,2224.0
4212,M16 ph-1 project,  2020-06-03 14:40,민간,맑음,27.0,60.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,기타,미입력,미입력,기타,건축,수장공사,건설자재,자재,설치작업,내부,미입력,바닥,미입력,시공적요인,작업자의 단순과실,미입력,미입력,"태우이엔지 소속 김00씨가 Shop장 정리작업 중, 석고보드에 왼쪽 새끼손가락을 부딪혔다 고 주장.(불승인 대응 관련 보험가입자 의견서 제출 후 최근 승인 결정)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,"1,000만원 미만","태우이엔지 소속 김00씨가 Shop장 정리작업 중, 석고보드에 왼쪽 새끼손가락을 부딪혔다 고 주장.(불승인 대응 관련 보험가입자 의견서 제출 후 최근 승인 결정)",3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2018-10-18,2020-10-31,2019-07-01,2020-10-31,90% 이상,50~59%,300~499인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,"태우이엔지 소속 김00씨가 Shop장 정리작업 중, 석고보드에 왼쪽 새끼손가락을 부딪혔다 고 주장.(불승인 대응 관련 보험가입자 의견서 제출 후 최근 승인 결정)",병원후송 후 치료,안전관리교육철저,6.0,14.0,기타,수장공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,488.0,2224.0
3848,경기도 이천시 부발읍 경충대로 2045 M16 ph-1 project,  2020-05-07 15:05,민간,맑음,24.0,21.0,공장,건축물,공장,미입력,미입력,미입력,건축/건축물/공장,끼임,미입력,미입력,기타,전기설비,전기설비공사,건설공구,공구류,이동,미입력,미입력,미입력,미입력,미입력,작업자의 단순과실,미입력,미입력,"시카고밴더(파이프 절곡용)를 운반하던 중, 시카고 밴더 접히는 부분에 좌측 두번째 손가락이 끼임",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,"1,000만원 미만","시카고밴더(파이프 절곡용)를 운반하던 중, 시카고 밴더 접히는 부분에 좌측 두번째 손가락이 끼임",3일이상 휴업이 필요한 부상,"1,000억원 이상",300억 ~ 500억원 미만,2018-10-18,2020-10-31,2018-04-26,2020-10-30,90% 이상,20~29%,100~299인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,"창원기전_김00시카고밴더(파이프 절곡용)를 운반하던 중, 시카고 밴더 접히는 부분에 좌측 두번째 손가락이 끼임",병원후송 후 치료,안전관리교육철저,5.0,15.0,끼임,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,918.0,2224.0
3991,M16 ph-1 project,  2020-05-20 12:00,민간,맑음,12.0,53.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,기타,미입력,미입력,기타,산업설비,산업설비공사,기타,작업대차,기타,내부,미입력,바닥,미입력,시공적요인,무모한 또는 불필요한 행위 및 동작,미입력,미입력,세일이엔에스 신00씨가 양중 작업 중 소화배관 대차를 밀다가 허리에 무리가 왔다고 함.(불승인 대응 관련 보험가입자 의견서 제출 후 최근 승인 결정),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",세일이엔에스 신00씨가 양중 작업 중 소화배관 대차를 밀다가 허리에 무리가 왔다고 함.(불승인 대응 관련 보험가입자 의견서 제출 후 최근 승인 결정),3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2018-10-18,2020-10-31,2019-04-29,2020-10-31,90% 이상,70~79%,20~49인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,세일이엔에스 신00씨가 양중 작업 중 소화배관 대차를 밀다가 허리에 무리가 왔다고 함.(불승인 대응 관련 보험가입자 의견서 제출 후 최근 승인 결정),병원 방문 후 치료,안전관리교육철저,5.0,12.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,551.0,2224.0
45,경기도 이천시 부발읍 경충대로 2045 M16 ph-1 project,  2019-07-03 16:00,민간,맑음,23.0,70.0,공장,건축물,공장,미입력,미입력,미입력,건축/건축물/공장,끼임,미입력,미입력,기타,기타,기타,미입력,미입력,운반작업,미입력,미입력,미입력,미입력,미입력,작업자의 단순과실,미입력,미입력, 운반용 핸드카를 동료와 들어서 옮기던 중 손가락이 협착,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만", 운반용 핸드카를 동료와 들어서 옮기던 중 손가락이 협착,3일이상 휴업이 필요한 부상,"1,000억원 이상","500억 ~ 1,000억원 미만",2018-10-18,2020-10-31,2018-11-01,2020-10-31,90% 이상,90% 이상,500인 이상,대상현장(1/2종),비대상,일반조사,안전관리교육철저,남웅건설 김00씨가 운반용 핸드카를 동료와 들어서 옮기던 중 손가락이 협착,병원후송 후 치료,안전관리교육 철저,7.0,16.0,끼임,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,730.0,2224.0
5218,M16 ph-1 project,  2020-08-25 13:40,민간,맑음,28.0,71.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,기타,미입력,미입력,기타,산업설비,산업설비공사,건설자재,자재,정리작업,내부,미입력,바닥,미입력,시공적요인,작업자의 단순과실,미입력,미입력,케이씨이엔씨 이00씨가 Purge Line 이설작업 과정에서 Purge Line을 고정하기 위하여 이동하던 중 바닥에 있는 자동바를 밟아 좌측발을 접질림.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",케이씨이엔씨 이00씨가 Purge Line 이설작업 과정에서 Purge Line을 고정하기 위하여 이동하던 중 바닥에 있는 자동바를 밟아 좌측발을 접질림.,3일이상 휴업이 필요한 부상,"1,000억원 이상",150억 ~ 200억원 미만,2018-10-18,2020-10-31,2020-02-26,2020-10-31,90% 이상,60~69%,300~499인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,케이씨이엔씨 이00씨가 Purge Line 이설작업 과정에서 Purge Line을 고정하기 위하여 이동하던 중 바닥에 있는 자동바를 밟아 좌측발을 접질림.,병원후송 후 치료,안전관리교육철저,8.0,13.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,248.0,2224.0
3796,경기도 이천시 부발읍 경충대로 2045 M16 ph-1 project,  2020-05-04 10:10,민간,안개,23.0,63.0,공장,건축물,공장,미입력,미입력,미입력,건축/건축물/공장,기타,미입력,미입력,기타,전기설비,전기설비공사,미입력,미입력,정리작업,미입력,미입력,미입력,미입력,미입력,무모한 또는 불필요한 행위 및 동작,미입력,미입력,"덕트설치 작업을 위한 T/L이동 중, 이동 동선에 간섭이 되는 브라켓박스(40kg)를 옆으로 미는 과정에 허리통증을 호소",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,"1,000만원 미만","덕트설치 작업을 위한 T/L이동 중, 이동 동선에 간섭이 되는 브라켓박스(40kg)를 옆으로 미는 과정에 허리통증을 호소",3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2018-10-18,2020-10-31,2019-04-29,2020-10-30,90% 이상,20~29%,300~499인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,"세일이엔에스_김00덕트설치 작업을 위한 T/L이동 중, 이동 동선에 간섭이 되는 브라켓박스(40kg)를 옆으로 미는 과정에 허리통증을 호소",병원후송 후 치료,안전관리교육철저,5.0,10.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550.0,2224.0
3379,경기도 이천시 부발읍 경충대로 2045 M16 ph-1 project,  2020-04-04 11:20,민간,안개,12.1,46.0,공장,건축물,공장,미입력,미입력,미입력,건축/건축물/공장,기타,미입력,미입력,기타,전기설비,전기설비공사,미입력,미입력,정리작업,미입력,미입력,미입력,미입력,미입력,불안전한 작업자세,미입력,미입력,"고소작업대 내부를 청소하던 중, 앉아있다 일어나는 순간 무릎의 통증 호소",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,"1,000만원 미만","고소작업대 내부를 청소하던 중, 앉아있다 일어나는 순간 무릎의 통증 호소",3일이상 휴업이 필요한 부상,"1,000억원 이상",50억 ~ 100억원 미만,2018-10-18,2020-10-31,2018-12-08,2020-10-31,90% 이상,60~69%,19인 이하,대상현장(1/2종),대상,일반조사,안전관리교육철저,"고소작업대 내부를 청소하던 중, 앉아있다 일어나느 순간 무릎의 통증 호소",병원후송 후 치료,안전관리교육철저,4.0,11.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,693.0,2224.0
6608,M16 ph-1 project,  2020-12-09 19:00,민간,맑음,-1.0,55.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,떨어짐,조치,조치,기타,산업설비,산업설비공사,기타,기타,이동,내부,미입력,바닥,미입력,시공적요인,무모한 또는 불필요한 행위 및 동작,미입력,미입력,"중앙플랜트 황00씨가 기 설치된 Tray 상부에서 FRP Duct 볼팅 작업 후, 말비계를 밟고 내려오더 중 Tray에 옷이 걸리며 중심을 잃고 하부로 넘어져 왼쪽 어깨가 바닥과 충돌함.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만","황00씨가 기 설치된 Tray 상부에서 FRP Duct 볼팅 작업 후, 말비계를 밟고 내려오더 중 Tray에 옷이 걸리며 중심을 잃고 하부로 넘어져 왼쪽 어깨가 바닥과 충돌함.",3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2018-10-18,2020-10-31,2020-06-01,2020-12-31,90% 이상,90% 이상,19인 이하,대상현장(1/2종),비대상,일반조사,안전관리교육철저,"중앙플랜트 황00씨가 기 설치된 Tray 상부에서 FRP Duct 볼팅 작업 후, 말비계를 밟고 내려오더 중 Tray에 옷이 걸리며 중심을 잃고 하부로 넘어져 왼쪽 어깨가 바닥과 충돌함.",병원후송 후 치료,안전관리교육철저,12.0,19.0,떨어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,213.0,2224.0
7032,M16 ph-1 project,  2021-01-20 00:00,민간,맑음,-3.0,60.0,공장,건축물,공장,697000,12,1,건축/건축물/공장,기타,미입력,미입력,기타,산업설비,산업설비공사,기타,기타,기타,내부,미입력,바닥,미입력,시공적요인,기타,미입력,미입력,"비엔에이치 임00씨가 21년 1월 20일에 비엔에이치 본사와 통화중 ""현장내에서 손을 다친적이 있다""며 금전을 요구",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만","비엔에이치 임00씨가 21년 1월 20일에 비엔에이치 본사와 통화중 ""현장내에서 손을 다친적이 있다""며 금전을 요구",3일이상 휴업이 필요한 부상,"1,000억원 이상",200억 ~ 300억원 미만,2018-10-18,2020-10-31,2019-12-01,2021-03-31,90% 이상,90% 이상,300~499인,대상현장(1/2종),비대상,일반조사,안전관리교육철저,비엔에이치 임00씨가 21년 1월 20일에 비엔에이치 본사와 통화중  현장내에서 손을 다친적이 있다 며 금전을 요구,기타,안전관리교육철저,1.0,0.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,486.0,2224.0
