,사고명,사고일시,공공민간구분,날씨,온도,습도,시설물 분류,시설물 중분류,시설물 소분류,연면적,지상층수,지하층수,공사종류,인적사고종류,안전방호조치여부,개인보호조치여부,물적사고종류,공종(대분류),공종(소분류),사고객체(대분류),사고객체(소분류),작업프로세스,사고위치 장소,사고위치 장소(직접입력),사고위치 부위,사고위치 부위(직접입력),주원인 유형,사고원인(주원인),사고원인(보조원인1),사고원인(보조원인2),구체적사고원인,사망자,내국인 사망자,외국인 사망자,남성 사망자,여성 사망자,10이상 20미만 사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,내국인 부상자,외국인 부상자,남성 부상자,여성 부상자,10이상 20미만 부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,피해금액,피해내용,사고신고사유,공사비,해당공종 공사비,공사시작일,공사종료일,해당공종 공사시작일,해당공종 공사종료일,낙찰율,공정율,작업자수,안전관리계획,설계안정성검토,사고조사방법,향후조치계획,사고경위,사고발생후 조치사항,재발방지대책,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간,construction_id
2381,"경상남도 고성군 하이면 하이로 34 고성하이화력 1,2호기 발전소 건설공사",  2020-01-04 14:20,공공,맑음,8.6,33.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,물체에 맞음,미입력,미입력,기타,기타,기타,건설기계,기중기(이동식크레인 등),설치작업,미입력,미입력,미입력,미입력,미입력,설치방법 불량,미입력,미입력,인양후크에 인양도구 체결 후 설치상태를 확인 후 작업을 진행하여야 하는데 확인작업이 미흡하였음,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",근로자 치료비 지급,기타,분류불능,20억 ~ 50억원 미만,2015-10-29,2021-07-31,2019-12-01,2020-01-31,75~79%,80~89%,500인 이상,대상현장(1/2종),대상,일반조사,중량물 인양작업자 특별교육상태 확인,냉각수 방류구 공사 호안블럭 설치를 위해 야적장에서 호안블럭 4곳을 인양 후크로 체결하여 인양하는 순간 후크가 고리에서 탈락되어 튀어 오르면서 근로자 (신00 氏) 얼굴 왼쪽 광대를 스침,산업재해조사표 제출 및 산재처리 진행,인양도구 체결 후 확인한 후에 작업을 진행할 수 있도록 교육실시,1.0,14.0,물체에 맞음,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,271.0
5441,Pulley Wire에 의한 우측 손 협착,  2020-09-12 15:45,공공,흐림,18.0,80.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,끼임,비조치,비조치,기타,산업설비,산업설비공사,건설자재,와이어로프,설치작업,내부,미입력,바닥,미입력,관리적요인,"설비,기계등의 부적절한 사용 관리",미입력,미입력,<기술적 원인>＊ Pulley 드럼 주변 접근금지 시설물 설치 미흡Pulley 드럼 주변에 근로자가 접근하지 못하도록 접근금지시설물을 설치하여야 하나 미 설치함.＊ 신호체계 불량윈치 조작시(start/stop) 모든 동작에 대해 무전기를 통해 관련 근로자 모두에게 전파되고 확인되어야하나 재해자에게 무전기가 지급되지 않아 윈치 가동상태를 미인지함.＊근로자 불안전 행동와이어 조정 작업은 불필요하나 재해자가 임의로 Pulley 주변 비계발판 상부에서 재해자가 조정작업 진행(재해자 업무는 접근금지 통제 업무),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",우측4번 5번 손가락 골절,3일이상 휴업이 필요한 부상,"1,000억원 이상","500억 ~ 1,000억원 미만",2015-10-29,2021-07-31,2018-07-01,2021-04-30,75~79%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,"<기술적 원인에 대한 대책>＊Pulley 드럼 주변 접근금지 시설 설치비계파이를 사용하여 접근방지책 및 접근금지안내 표지 부착.＊Pulley 드럼 주변 감시 카메라 및 경고등 설치Pulley 드럼 주변에 카메라 및 윈치 주변에 모니터 설치(9월 22일) Pulley 드럼 주변에 경고등 설치(9월 22일)＊신호체계 개선벨트 포설 전 근로자에게 무전기를 지급하고 정확한 신호체계 수립 실시.<교육적원인에 대한 대책>＊명일작업사전미팅 및 위험성 평가시 구체적 Risk 도출정확한 작업내용 및 공정 스케줄 확인 후 작업에 맞는 위험성 평가와 명일사전미팅시 실시, 근로자에게 전파 교육 실시.<기술적원인에 대한 대책>＊전담 통제원 배치 전담 통제원 지정관리 및 벨트 포설구간 전근로자 주기적으로 안전교육 실시.",2020.09.12.15:45분경 석탄취급설비 TT-04 3층 Tail Pulley 후면부에서 컨베이어벨트 포설작업을 위한 사전준비작업(와이어로프 포설)에 비디아이(주) 협력사인 금강플랜트 기계팀소속 제관공 민00이 주변근로자 접근통제를 하다가 8mm +18mm 결합된 와이어로프를 윈치를 이용 포설작업중 느슨해진 8mm 와이어로프를 Pulley부(회전부)에서 센터를 맞추기 위해 손으로 밀어주려 와이어로프를 잡다가  와이어가 Pulley(회전부)에 감기면서 와이어로프를 잡고 있던 오른손이 협착되며 우측 4번 5번 손가락 골절재해 발생됨.,2020.09.12 : 15:50경 인근 삼천포 서울병원으로 긴급 후송 응급조치 및 입원치료 조치2020. 09. 13 : 삼천포 서울병원에서 인천 성모병원으로 전원2020. 09. 14 : 수술(오후),"<기술적 원인에 대한 대책>＊Pulley 드럼 주변 접근금지 시설 설치비계파이를 사용하여 접근방지책 및 접근금지안내 표지 부착.＊Pulley 드럼 주변 감시 카메라 및 경고등 설치Pulley 드럼 주변에 카메라 및 윈치 주변에 모니터 설치(9월 22일) Pulley 드럼 주변에 경고등 설치(9월 22일)＊신호체계 개선벨트 포설 전 근로자에게 무전기를 지급하고 정확한 신호체계 수립 실시.<교육적원인에 대한 대책>＊명일작업사전미팅 및 위험성 평가시 구체적 Risk 도출정확한 작업내용 및 공정 스케줄 확인 후 작업에 맞는 위험성 평가와 명일사전미팅시 실시, 근로자에게 전파 교육 실시.<기술적원인에 대한 대책>＊전담 통제원 배치 전담 통제원 지정관리 및 벨트 포설구간 전근로자 주기적으로 안전교육 실시.",9.0,15.0,끼임,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1034.0,271.0
5206,철골작업중 자재 인양을 위해 자재 상차중 발목 접질린 사고,  2020-08-25 08:30,공공,맑음,30.0,89.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,해당없음,해당없음,기타,건축,철골공사,부재,철골부재,설치작업,내부,미입력,바닥,미입력,관리적요인,부주의,미입력,미입력,두께 4cm Grating 모서리 부분을 밟아 오른쪽 발목 접질림,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",우 제 중족골 기저부 골절,3일이상 휴업이 필요한 부상,"1,000억원 이상",분류불능,2015-10-29,2021-07-31,2018-10-01,2021-04-01,75~79%,70~79%,500인 이상,대상현장(1/2종),대상,일반조사,"1. 폭염 지속시 물 , 그늘 , 충분한 휴식을 제공하여 집중력이 저하되지 않도록 이행 확인 및 관리2. TBM 활동시 일상적인 무의식적으로 행해지는 행동에 대한 위험성 도출 및 교육3. 안전의식 고양시키도록 주기적으로 정기교육시 교육4. 관리자가 작업장 정리정돈 상태 수시 점검","20년 08월 25일 08시 50분 경 재해자 정00은 보일러 #2 북측 EL. 122,000에서 전망대 철골 작업 중 상부에 볼트 등 자재를 올려 주기 위해 이동 중 바닥에 놓인 그레이팅 측면을 밟으면서 발이 삐인 재해",20.08.25. ( 화 ) 08:50 경 : 사고발생20.08.25. ( 화 ) 10:00 경 : 삼천포 서울 병원 방문                                              Xray 검사 및 반 깁스 치료 후 숙소로 귀가20.08.26. ( 수 ) 오전 : 재해자 주소지인 인천으로 이동20.08.26. ( 수 ) 14:00 경 : 인천 연수구 힘찬 병원 방문 치료,1. 작업 전 중 후 해당 작업장소 정리정돈 및 이동통로 확보 실시2. 작업장소 주변 정리정돈 및 안전통로 확보 (TBM 시 교육)3. 관리자가 작업장 정리정돈 상태 수시 점검4. TBM 활동시 일상적인 무의식적으로 행해지는 행동에 대한 위험성 도출 및 교육5. 안전의식 고양시키도록 주기적으로 정기교육시 교육,8.0,8.0,넘어짐,철골공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,913.0,271.0
4123,"이동용 사다리 운반 중, 허리 통증 호소",  2020-05-28 16:40,공공,맑음,24.0,40.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,기타,미입력,미입력,기타,산업설비,산업설비공사,건설공구,사다리,운반작업,내부,미입력,상부(위),미입력,관리적요인,작업자의 단순과실,미입력,미입력,작업자 과실,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"1,000만원 미만",2020. 05. 28. 16:40경 보일러#1 남측 최상부 판넬작업 마무리전 이동용 사다리를 옮기다가 허리가 삐끗했다고 근로복지공단 통영지사에 요양급여신청서를 제출함,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2018-08-01,2021-04-30,75~79%,70~79%,500인 이상,대상현장(1/2종),대상,일반조사,없음,"보일러 판넬 설치 작업용 사다리를 이동 하는 과정에서 허리를 삐끗하였다고 주장하였고, 해당 BP에서는 사고 주장일 이후에도 퇴사일까지(6/26) 정상적으로 근무하였으며, 퇴사 후 산재를 요청한 건→ 근로복지공단 최종 승인(2020.08.14)",근로복지공단 통영지사로부터 아래와 같이 승인 결정통지를 받음(첨부참조)- S337 요추 염좌 및 긴장(승인),없음,5.0,16.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1003.0,271.0
10119,설비 정비작업 중 설비 내부 고온 슬러지가 방출되면서 화상,  2021-09-07 00:30,공공,흐림,25.0,80.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,화상,비조치,비조치,기타,산업설비,산업설비공사,기타,기타,정비작업,내부,미입력,바닥,미입력,관리적요인,"설비,기계등의 부적절한 사용 관리",미입력,미입력,시운전 중인 설비에 대한 이해부족으로 안전방호조치 및 개인방호조치 미흡,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,1,0,0,피해없음,"손목, 어깨 등  여러부위 2도 화상",3일이상 휴업이 필요한 부상,"1,000억원 이상",20억 ~ 50억원 미만,2015-10-29,2021-07-31,2020-09-07,2021-11-30,90% 이상,90% 이상,500인 이상,비대상현장,대상,일반조사,긴급작업 허가절차 준수 확인,2021년 09월 07일 화요일 00시 30분 경  탈황 폐수 탈수기 배관 Plugging 해소 작업 중 막힘이 해소되면서 배관 내부 고온의 Sludge 방출에 의한 화상.,인근병원 후송 처치,긴급작업 허가절차 준수,9.0,0.0,화상,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,449.0,271.0
4126,"카고크레인 “ㄱ”자형 지지대 설치 중, 손가락 끼임",  2020-05-29 08:20,공공,맑음,26.0,40.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,끼임,조치,조치,기타,산업설비,산업설비공사,건설기계,기중기(이동식크레인 등),인양작업,외부,미입력,바닥,미입력,재료적요인,기타,미입력,미입력, “ㄱ”자형 지지대와 지지대 홀의 크기- “ㄱ”자형 지지대의 무게 (여성이 다루기 부적합)- 유도원의 임무 외 불안전한 행동,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,"1,000만원 미만",오른손 3수지 개방성 골절,3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2018-05-01,2021-06-30,75~79%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사, “ㄱ”자형 지지대에 중간에 걸침 철편 부착- 해당 작업은 일반 남성작업자가 실시,저탄장 소방배관  샵장에서 유도원인 재해자가 카고 적재함 뒷문 지지대를 끼우던 중 접합부에 오른손 중지 손가락이 끼임,’20.05.29.(금) 08:20분경 : 재해발생’20.05.29.(금) 08:30분경 : 소방 직영 안전담당자(남00 차장)가 즉시 재해자와 병원 후송’20.05.29.(금) 08:40분경 : 삼천포 제일병원 도착 후 X-ray 촬영                                 → 우측 손가락 중지 개방형 골절 확인                                     수술 및 입원(2주예상) 필요 진단됨’20.05.29.(금) 09:40분경 : 재해자 보호자 병원 옴’20.05.29.(금) 10:52분경 : 수술실시, “ㄱ”자형 지지대에 중간에 걸침 철편 부착- 해당 작업은 일반 남성작업자가 실시,5.0,8.0,끼임,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1156.0,271.0
3434,"경상남도 고성군 하이면 하이로 34 고성하이화력 1,2호기 발전소 건설공사",  2020-04-08 08:10,공공,맑음,12.0,41.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,물체에 맞음,미입력,미입력,기타,기타,기타,가시설,거푸집,해체작업,미입력,미입력,미입력,미입력,미입력,기타,미입력,미입력,거푸집 해체시 갑작스러운 유동이 발생되는 것을 예상하지 못하고 해체작업 진행,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",우측 대퇴부 자상,3일이상 휴업이 필요한 부상,분류불능,"1,000억원 이상",2015-10-29,2021-07-31,2016-12-28,2021-04-30,75~79%,80~89%,500인 이상,대상현장(1/2종),대상,일반조사,산재처리,석탄취급설비 석탄저장고 격벽 7번 구간에 바닥에 놓여있던 강재 거푸집 해체를 위해 근로자가 안전 난간과 발판 사이에서 강재 거푸집의 연결 볼트를 풀고 있던 중 끝단 마지막 볼트를 제거하는 순간 강재거푸집 모서리가 순간적 처짐이 발생하여 재해자의 우측 대퇴부를 스침,산재처리,해체 순서에 맞도록 해체실시,4.0,8.0,물체에 맞음,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,271.0
10111,이동 중 턱에 걸려 넘어짐,  2021-09-06 14:50,공공,흐림,30.0,80.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,넘어짐,해당없음,해당없음,기타,산업설비,산업설비공사,기타,기타,이동,내부,미입력,바닥,미입력,환경적요인,작업자의 단순과실,미입력,미입력,이동시 전방주시 태만,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,피해없음,좌 상완골 전위성 골절,3일이상 휴업이 필요한 부상,"1,000억원 이상",100억 ~ 150억원 미만,2015-10-29,2021-07-31,2021-04-01,2021-10-31,90% 이상,90% 이상,500인 이상,비대상현장,대상,일반조사,근로자 안전교육 실시 확인,2021년 9월 6일 월요일 14시 50분경 대아이앤씨 소속 유00씨가 탈황폐수 WWT 제어동 1층에서 용접 작업을 위해 전기선 이동 보조 중 높은 턱을 확인하지 못하고 다리가 걸려 넘어지면서 왼손으로 바닥을 짚으며 좌측 팔꿈치가 골절되는 재해가 발생함,인근 병원 후송 처치,근로자 안전교육 강화,9.0,14.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,213.0,271.0
7645,비계설치작업중 넘어짐,  2021-03-15 17:00,공공,흐림,15.0,70.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,부딪힘,조치,조치,기타,산업설비,해체 및 철거공사,가시설,비계,설치작업,내부,미입력,고소,미입력,관리적요인,기타,미입력,미입력,작업발판 상 석탄재 청소 미흡,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,피해없음,"우측 5,6번 늑골 골절",3일이상 휴업이 필요한 부상,"1,000억원 이상","1,000억원 이상",2015-10-29,2021-07-31,2020-12-01,2021-04-30,90% 이상,90% 이상,500인 이상,비대상현장,비대상,일반조사,위험성평가서 내 해당사항 포함 확인,2021년03월15일(월). 17:00 경 TT-E1 타워 2층에서 기존 설치 된 비계 수정 작업 중 작업발판 위의 석탄가루가 쌓여 있는 작업 여건으로 인해 미끄러져 넘어지며 수직 파이프에가슴을 부딪힘,17시 40분 서울병원 응급실 내원,작업장 청소 수시 실시,3.0,17.0,부딪힘,해체 및 재활용공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,271.0
5268,수직사다리 이동중 미끄러지며 승강 트랩에 가슴 충돌,  2020-08-30 14:30,공공,맑음,30.0,80.0,산업환경설비,발전시설,미입력,미입력,미입력,미입력,산업환경설비/발전시설,부딪힘,해당없음,해당없음,기타,산업설비,산업설비공사,가시설,기타 가시설,이동,내부,미입력,하부(아래),미입력,환경적요인,작업자의 단순과실,미입력,미입력,해체작업을 위한 공구를 한손으로 들고 수직통로 이동중 발을 헛디뎌 미끄러짐,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1,000만원 미만",우측 늑골7번에 실금이 발생,3일이상 휴업이 필요한 부상,"1,000억원 이상",분류불능,2015-10-29,2021-07-31,2018-10-01,2021-04-01,75~79%,90% 이상,500인 이상,대상현장(1/2종),대상,일반조사,- 직접원인 : 불안전한 행동 (사다리 승하강시 물건을 들고 이동함)- 간접원인 : 미끄럼 예방부위 방지조치 미흡- 대      책 : * 물건을 들고 승하강 이동 금지 교육철저.                  * 빔 포스트등의 미끄럼 예상 부위에 Non Slip Tape부착.                  * 공구걸이 사용 유무 확인 철저.,LGT10 철골에 설치된 가설 사다리를 철거하던 중 사다리 상부에 크레인 인양용 줄걸이를 설치하고 철골 기둥엣 사다리를 분리하기 위해 한 손에 공구(충전임팩)을 들고 사다리를 내려오면서 발이 미끄러져 사다리 고정용 빔포스트에 가슴을 부딪힘,1. 재해자는 제1늑골 폐쇄성 골절의 진단명으로 특별한 합병증 및 미 발견된증이 없는 한 5주간 안정가료 및 경과 관찰 후 재 판정이 요함으로 진단.2. 2020.08.31 : 치료 후 귀가(약처방 2주일 후 내원 요청)3. 2020.09.04 : 숙소 요양중 통증등의 불편함으로 입원 중,- 직접원인 : 불안전한 행동 (사다리 승하강시 물건을 들고 이동함)- 간접원인 : 미끄럼 예방부위 방지조치 미흡- 대      책 : * 물건을 들고 승하강 이동 금지 교육철저.                  * 빔 포스트등의 미끄럼 예상 부위에 Non Slip Tape부착.                  * 공구걸이 사용 유무 확인 철저.,8.0,14.0,부딪힘,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,913.0,271.0
